,股票代码,公司名称,营业收入,净利润,净资产收益率(%)
530,000676,智度股份,23.64亿,3.16亿,11.63
531,000506,中润资源,8.12亿,879万,0.60
532,600887,伊利股份,606亿,56.62亿,26.58
533,000672,上峰水泥,29.16亿,1.45亿,8.31
534,000616,海航投资,2.87亿,-4.35亿,-10.42
535,000611,天首发展,2983万,513万,2.67
536,000605,渤海股份,7.99亿,4255万,4.15
537,000601,韶能股份,31.99亿,4.41亿,10.74
538,600847,万里股份,3.52亿,-4270万,-6.21
539,000732,泰禾集团,207亿,17.07亿,12.36
540,000711,京蓝科技,4.61亿,1199万,1.44
541,000707,*ST双环,39.71亿,-6.28亿,-55.98
542,000687,华讯方舟,16.03亿,1.61亿,13.13
543,000534,万泽股份,1.95亿,7619万,5.70
544,000883,湖北能源,93.87亿,19.09亿,8.42
545,002034,旺能环境,15.82亿,1.38亿,6.21
546,600745,闻泰科技,134亿,4798万,1.12
547,002018,*ST华信,190亿,3.68亿,12.03
548,002005,德豪润达,40.50亿,3172万,0.57
549,600138,中青旅,103亿,4.84亿,9.49
550,600093,易见股份,162亿,6.03亿,10.22
551,600091,ST明科,2824万,1502万,1.70
552,600777,新潮能源,2.43亿,-1.81亿,-3.85
553,600331,宏达股份,40.76亿,1.28亿,2.76
554,600317,营口港,36.66亿,4.92亿,4.83
555,600313,农发种业,44.15亿,4474万,2.64
556,600307,酒钢宏兴,351亿,8242万,0.90
557,600251,冠农股份,15.37亿,2646万,1.40
558,600562,国睿科技,12.58亿,2.28亿,17.01
559,000975,银泰资源,7.62亿,2.20亿,5.93
560,600405,动力源,12.78亿,2716万,3.30
561,600035,楚天高速,12.73亿,3.90亿,9.30
562,600648,外高桥,86.57亿,7.23亿,7.80
563,600633,浙数文化,35.50亿,6.12亿,13.78
564,600285,羚锐制药,14.39亿,3.46亿,16.74
565,600283,钱江水利,8.15亿,5895万,3.37
566,600280,中央商场,64.30亿,1.18亿,7.00
567,600275,ST昌鱼,1789万,-4116万,-25.14
568,600246,万通地产,23.36亿,1.10亿,2.47
569,600236,桂冠电力,85.65亿,25.95亿,20.18
570,600232,金鹰股份,10.30亿,2906万,2.47
571,600354,敦煌种业,6.55亿,-2.54亿,-24.88
572,000069,华侨城A,355亿,68.88亿,16.84
573,000061,农产品,20.20亿,8846万,1.83
574,000042,中洲控股,81.16亿,2.61亿,4.57
575,002035,华帝股份,43.95亿,3.28亿,20.22
576,600517,置信电气,69.87亿,4.73亿,14.16
577,600489,中金黄金,389亿,3.62亿,3.03
578,600020,中原高速,39.34亿,7.48亿,5.42
579,000587,金洲慈航,106亿,10.37亿,12.83
580,000839,中信国安,39.27亿,2.30亿,3.48
581,600503,华丽家族,9.60亿,1.05亿,2.57
582,600395,盘江股份,39.14亿,1.96亿,3.35
583,000903,云内动力,39.26亿,2.24亿,5.99
584,600227,圣济堂,27.96亿,-3.84亿,-11.97
585,000036,华联控股,21.72亿,13.49亿,49.66
586,000010,美丽生态,10.54亿,3988万,1.81
587,600295,鄂尔多斯,166亿,2.66亿,3.63
588,600897,厦门空港,15.11亿,3.99亿,12.62
589,600892,大晟文化,3.56亿,1.53亿,9.58
590,600810,神马股份,100亿,8489万,3.49
591,600809,山西汾酒,44.05亿,6.05亿,13.24
592,002876,三利谱,8.00亿,7282万,17.59
593,603879,永悦科技,5.36亿,4731万,19.49
594,603926,铁流股份,7.24亿,1.12亿,24.65
595,603855,华荣股份,12.00亿,1.13亿,14.92
596,603041,美思德,2.82亿,6826万,18.34
597,002853,皮阿诺,6.30亿,8754万,25.75
598,603668,天马科技,8.44亿,8029万,19.13
599,603076,乐惠国际,9.51亿,7668万,22.77
600,603183,建研院,3.92亿,5497万,18.17
601,002881,美格智能,4.80亿,4671万,22.81
602,603136,天目湖,4.22亿,6929万,24.57
603,603980,吉华集团,21.60亿,3.82亿,19.11
604,601949,中国出版,41.57亿,5.81亿,14.39
605,603648,畅联股份,11.68亿,1.30亿,16.27
606,603286,日盈电子,2.76亿,3107万,13.38
607,603963,大理药业,2.76亿,6217万,28.38
608,603233,大参林,62.74亿,4.30亿,37.96
609,603711,香飘飘,23.90亿,2.66亿,23.53
610,603619,中曼石油,15.95亿,3.94亿,36.44
611,600926,杭州银行,137亿,40.21亿,11.83
612,603035,常熟汽饰,14.37亿,2.26亿,16.99
613,603727,博迈科,26.84亿,2.33亿,19.07
614,002810,山东赫达,5.70亿,4818万,9.98
615,600977,中国电影,78.41亿,9.17亿,13.87
616,603822,嘉澳环保,5.06亿,4289万,7.78
617,300506,名家汇,4.16亿,1.01亿,20.53
618,603600,永艺股份,14.02亿,1.20亿,20.61
619,601212,白银有色,559亿,2.52亿,2.22
620,603589,口子窖,28.30亿,7.83亿,19.81
621,603159,上海亚虹,4.71亿,4146万,15.14
622,300664,鹏鹞环保,7.08亿,2.63亿,14.04
623,600939,重庆建工,433亿,3.32亿,6.75
624,300496,中科创达,8.48亿,1.20亿,11.61
625,603160,汇顶科技,30.79亿,8.57亿,47.13
626,603101,汇嘉时代,26.54亿,9661万,9.64
627,002776,柏堡龙,6.55亿,1.18亿,9.85
628,002791,坚朗五金,27.08亿,2.53亿,11.79
629,603389,亚振家居,5.62亿,7552万,17.57
630,603158,腾龙股份,7.75亿,1.18亿,14.33
631,002701,奥瑞金,75.99亿,11.54亿,24.55
632,002705,新宝股份,69.85亿,4.31亿,17.20
633,603308,应流股份,12.75亿,5468万,2.35
634,603599,广信股份,15.02亿,1.81亿,7.82
635,300306,远方信息,2.23亿,8714万,7.88
636,603366,日出东方,23.52亿,2.44亿,6.54
637,601929,吉视传媒,22.15亿,3.73亿,5.99
638,002277,友阿股份,62.65亿,2.99亿,7.33
639,002319,乐通股份,5.20亿,88.17万,0.16
640,002063,远光软件,10.94亿,1.31亿,7.57
641,002095,生意宝,3.24亿,1262万,2.18
642,601169,北京银行,475亿,178亿,14.92
643,600749,*ST藏旅,1.26亿,-9512万,-16.20
644,600215,长春经开,4.29亿,772万,0.32
645,002052,同洲电子,5.63亿,-6.10亿,-49.47
646,300299,富春股份,4.53亿,1.10亿,8.02
647,002686,亿利达,9.87亿,1.20亿,13.15
648,002592,八菱科技,8.78亿,1.28亿,6.31
649,002684,猛狮科技,20.33亿,9398万,6.54
650,002679,福建金森,1.38亿,2557万,3.50
651,601965,中国汽研,16.55亿,3.40亿,8.63
652,601388,怡球资源,37.67亿,2585万,1.22
653,300176,鸿特科技,14.33亿,5011万,8.12
654,002609,捷顺科技,7.84亿,1.82亿,16.32
655,002499,科林环保,3.26亿,1930万,2.77
656,002582,好想你,20.72亿,3927万,1.97
657,300116,坚瑞沃能,38.20亿,4.25亿,12.81
658,601208,东材科技,16.74亿,4168万,1.87
659,300094,国联水产,26.21亿,9394万,5.30
660,300104,乐视网,220亿,5.55亿,8.20
661,601718,际华集团,272亿,12.23亿,9.16
662,300076,GQY视讯,1.72亿,-2170万,-2.06
663,002432,九安医疗,4.20亿,1450万,1.35
664,300083,劲胜智能,51.36亿,1.31亿,2.60
665,002458,益生股份,16.11亿,5.62亿,49.32
666,002622,融钰集团,1.20亿,1567万,1.35
667,601188,龙江交通,4.99亿,2.89亿,7.83
668,002343,慈文传媒,18.26亿,2.90亿,23.26
669,002387,维信诺,1.59亿,2619万,3.54
670,601106,中国一重,32.04亿,-57.34亿,-47.64
671,002384,东山精密,84.03亿,1.44亿,5.32
672,002629,仁智股份,3.15亿,2452万,3.71
673,002345,潮宏基,27.39亿,1.97亿,7.61
674,002485,希努尔,6.96亿,747万,0.38
675,002348,高乐股份,4.04亿,4255万,3.47
676,002325,洪涛股份,28.77亿,1.31亿,3.93
677,002495,佳隆股份,2.98亿,3228万,2.93
678,300091,金通灵,9.46亿,4641万,5.37
679,002468,申通快递,98.81亿,12.62亿,89.26
680,300293,蓝英装备,1.81亿,1543万,2.32
681,002589,瑞康医药,156亿,5.91亿,13.02
682,002462,嘉事堂,110亿,2.23亿,11.94
683,002528,英飞拓,19.79亿,-4.21亿,-16.79
684,002546,新联电子,5.84亿,9017万,3.98
685,002444,巨星科技,36.03亿,6.22亿,11.92
686,002373,千方科技,23.45亿,3.36亿,10.83
687,002440,闰土股份,43.53亿,6.60亿,10.76
688,002553,南方轴承,3.20亿,7228万,10.72
689,002437,誉衡药业,29.84亿,7.17亿,19.63
690,002405,四维图新,15.85亿,1.57亿,5.91
691,002293,罗莱生活,31.52亿,3.17亿,12.05
692,002377,国创高新,6.58亿,522万,0.68
693,002268,卫士通,17.99亿,1.56亿,10.95
694,002628,成都路桥,20.62亿,4392万,1.67
695,002284,亚太股份,34.19亿,1.44亿,5.53
696,002636,金安国纪,30.54亿,3.41亿,21.85
697,002266,浙富控股,11.22亿,6432万,2.20
698,002247,帝龙文化,16.50亿,3.79亿,12.48
699,002252,上海莱士,23.26亿,16.13亿,14.16
700,002221,东华能源,200亿,4.70亿,11.16
701,002219,恒康医疗,21.75亿,4.04亿,10.29
702,002544,杰赛科技,51.15亿,1.91亿,10.26
703,002288,超华科技,10.35亿,-6096万,-3.57
704,002164,宁波东力,5.15亿,1157万,1.07
705,002169,智光电气,13.98亿,1.11亿,7.16
706,002194,*ST凡谷,16.75亿,-1.65亿,-8.31
707,002161,远望谷,4.86亿,4027万,2.52
708,002147,新光圆成,37.36亿,15.30亿,30.05
709,002207,*ST准油,2.24亿,-9172万,-23.57
710,002120,韵达股份,73.50亿,11.77亿,37.80
711,002112,三变科技,4.84亿,526万,1.06
712,601908,京运通,18.13亿,2.58亿,4.19
713,002078,太阳纸业,145亿,10.57亿,14.12
714,002200,云投生态,10.10亿,3344万,4.01
715,601008,连云港,11.67亿,851万,0.27
716,002091,江苏国泰,297亿,5.41亿,19.17
717,002143,印纪传媒,25.06亿,7.31亿,37.72
718,002347,泰尔股份,3.94亿,1058万,0.87
719,600998,九州通,616亿,8.77亿,8.29
720,300294,博雅生物,9.47亿,2.72亿,13.74
721,002570,*ST因美,27.64亿,-7.81亿,-23.83
722,002332,仙琚制药,25.04亿,1.46亿,6.71
723,002067,景兴纸业,36.81亿,3.19亿,10.33
724,002281,光迅科技,40.59亿,2.85亿,9.75
725,000678,襄阳轴承,13.95亿,1165万,1.06
726,600870,*ST厦华,3.73亿,-510万,-29.75
727,000663,永安林业,15.54亿,1.23亿,5.92
728,601009,南京银行,266亿,82.62亿,16.25
729,000752,西藏发展,3.57亿,797万,1.01
730,000700,模塑科技,40.27亿,2.52亿,7.62
731,000560,我爱我家,19.17亿,7917万,2.12
732,000863,三湘印象,67.05亿,7.05亿,14.27
733,600730,中国高科,5793万,5.64亿,33.62
734,600726,华电能源,86.33亿,1.48亿,4.54
735,600146,商赢环球,4.30亿,2891万,3.65
736,600698,湖南天雁,5.62亿,1000万,1.52
737,600690,青岛海尔,1191亿,50.42亿,20.38
738,600123,兰花科创,43.58亿,-6.60亿,-7.37
739,600119,长江投资,27.12亿,1.40亿,15.74
740,600110,诺德股份,20.02亿,2628万,1.35
741,600107,美尔雅,4.34亿,474万,0.90
742,600780,通宝能源,48.85亿,1.02亿,2.19
743,600310,桂东电力,52.13亿,2.09亿,7.53
744,600678,四川金顶,8888万,-2825万,-200.86
745,600573,惠泉啤酒,6.18亿,168万,0.15
746,000968,蓝焰控股,12.51亿,3.84亿,15.32
747,600420,现代制药,91.26亿,4.77亿,9.38
748,600993,马应龙,21.03亿,2.50亿,13.47
749,600572,康恩贝,60.20亿,4.41亿,10.43
750,600467,好当家,10.60亿,4312万,1.46
751,600638,新黄浦,11.64亿,1.02亿,2.81
752,600082,海泰发展,7.01亿,-8208万,-4.79
753,600522,中天科技,211亿,15.88亿,14.31
754,600518,康美药业,216亿,33.40亿,14.88
755,000403,ST生化,5.61亿,5009万,7.62
756,000156,华数传媒,30.81亿,6.02亿,6.33
757,002048,宁波华翔,125亿,7.14亿,14.73
758,002042,华孚时尚,88.37亿,4.79亿,12.43
759,600979,广安爱众,18.87亿,2.14亿,9.27
760,600614,鹏起科技,23.27亿,9169万,2.00
761,600592,龙溪股份,6.12亿,6174万,3.07
762,000816,*ST慧业,18.34亿,-1.38亿,-4.20
763,000960,锡业股份,334亿,1.36亿,1.75
764,000955,欣龙控股,4.87亿,3206万,5.04
765,000938,紫光股份,277亿,8.15亿,4.90
766,000923,河北宣工,38.81亿,2.52亿,8.75
767,600198,*ST大唐,72.30亿,-17.76亿,-55.81
768,000038,深大通,10.29亿,2.33亿,6.81
769,000032,深桑达A,19.87亿,6071万,4.32
770,000030,富奥股份,58.57亿,6.77亿,13.73
771,000008,神州高铁,18.76亿,5.22亿,7.38
772,600172,黄河旋风,23.62亿,3.70亿,7.89
773,600169,太原重工,42.77亿,-19.20亿,-42.91
774,000796,凯撒旅游,66.36亿,2.13亿,12.13
775,000767,漳泽电力,88.40亿,7542万,1.41
776,000760,斯太尔,3.56亿,4605万,2.67
777,600817,ST宏盛,539万,331万,3.43
778,600815,厦工股份,32.41亿,-26.90亿,-155.45
779,300610,晨化股份,5.86亿,5551万,15.38
780,603139,康惠制药,3.82亿,6523万,13.31
781,603906,龙蟠科技,10.36亿,8961万,14.90
782,002906,华阳集团,42.47亿,2.95亿,13.05
783,603896,寿仙谷,3.15亿,8098万,20.27
784,603960,克来机电,1.92亿,3580万,16.56
785,603799,华友钴业,48.89亿,6924万,2.80
786,603797,联泰环保,2.01亿,6349万,9.53
787,603712,七一二,13.90亿,1.59亿,11.20
788,600025,华能水电,116亿,5.08亿,1.49
789,002892,科力尔,5.04亿,6751万,31.34
790,603321,梅轮电梯,7.81亿,9062万,20.38
791,002897,意华股份,9.91亿,9910万,20.22
792,603329,上海雅仕,13.25亿,6485万,18.40
793,002909,集泰股份,5.01亿,4269万,16.41
794,603110,东方材料,3.87亿,6105万,21.01
795,603226,菲林格尔,6.95亿,7018万,22.02
796,603063,禾望电气,8.08亿,2.62亿,20.41
797,601838,成都银行,86.21亿,25.77亿,12.24
798,603323,吴江银行,23.06亿,6.50亿,9.48
799,601858,中国科传,17.98亿,2.80亿,13.83
800,002824,和胜股份,7.67亿,7502万,19.09
801,601163,三角轮胎,67.10亿,8.25亿,19.57
802,603778,乾景园林,5.31亿,8018万,8.84
803,603808,歌力思,11.32亿,1.98亿,12.29
804,603300,华铁科技,4.79亿,5426万,4.94
805,300423,鲁亿通,2.33亿,2476万,5.52
806,002731,萃华珠宝,22.18亿,5822万,5.24
807,300404,博济医药,7215万,209万,0.48
808,601611,中国核建,415亿,7.99亿,10.72
809,002813,路畅科技,7.22亿,4079万,8.09
810,603825,华扬联众,66.39亿,1.03亿,15.45
811,002759,天际股份,4.99亿,7701万,9.77
812,603718,海利生物,3.43亿,8554万,9.00
813,002809,红墙股份,4.37亿,6614万,11.23
814,300555,路通视信,3.94亿,5281万,15.60
815,603012,创力集团,9.01亿,9590万,4.03
816,603816,顾家家居,47.95亿,5.75亿,37.25
817,002780,三夫户外,3.53亿,3537万,9.42
818,603703,盛洋科技,4.66亿,2182万,4.21
819,603567,珍宝岛,23.92亿,5.10亿,12.27
820,603017,中衡设计,9.12亿,1.21亿,10.89
821,603779,威龙股份,7.82亿,5879万,8.74
822,603116,红蜻蜓,28.72亿,2.79亿,9.09
823,300449,汉邦高科,5.53亿,3191万,4.67
824,603828,柯利达,16.37亿,4841万,5.19
825,603355,莱克电气,43.77亿,5.01亿,18.13
826,002739,万达电影,112亿,13.66亿,14.02
827,603611,诺力股份,13.10亿,1.45亿,15.84
828,603117,万林股份,4.00亿,8023万,4.83
829,603168,莎普爱思,9.79亿,2.76亿,27.63
830,002719,麦趣尔,5.60亿,2811万,2.49
831,300397,天和防务,2.18亿,-7070万,-5.94
832,002752,昇兴股份,21.59亿,1.83亿,12.42
833,002714,牧原股份,56.06亿,23.22亿,50.74
834,603197,保隆科技,16.79亿,1.32亿,24.25
835,002697,红旗连锁,63.22亿,1.44亿,6.85
836,002696,百洋股份,20.69亿,5926万,5.91
837,002693,双成药业,1.45亿,-3.88亿,-52.96
838,603001,奥康国际,32.50亿,3.05亿,7.46
839,002651,利君股份,4.62亿,9593万,5.11
840,002603,以岭药业,38.50亿,5.33亿,10.61
841,300063,天龙集团,52.90亿,1.42亿,6.70
842,002608,江苏国信,168亿,10.78亿,9.00
843,300062,中能电气,10.00亿,7844万,9.77
844,600804,鹏博士,88.50亿,7.67亿,12.98
845,000150,宜华健康,12.96亿,7.44亿,36.35
846,002611,东方精工,15.33亿,9566万,6.90
847,002021,中捷资源,6.44亿,1556万,1.53
848,300254,仟源医药,7.46亿,3015万,3.79
849,002620,瑞和股份,24.37亿,9495万,6.20
850,300266,兴源环境,21.03亿,1.86亿,8.53
851,002554,惠博普,10.50亿,1.31亿,6.25
852,002563,森马服饰,107亿,14.27亿,14.92
853,002542,中化岩土,23.07亿,2.49亿,9.17
854,002558,巨人网络,23.24亿,10.69亿,20.56
855,002502,骅威文化,8.12亿,3.03亿,9.28
856,002514,宝馨科技,5.48亿,-1.79亿,-19.69
857,300145,中金环境,27.90亿,5.10亿,13.42
858,002619,艾格拉斯,5.63亿,2.14亿,6.47
859,002614,奥佳华,34.51亿,2.51亿,10.36
860,002464,众应互联,3.71亿,1.85亿,17.32
861,002445,中南文化,13.40亿,2.29亿,8.15
862,002355,兴民智通,12.95亿,5082万,2.54
863,002351,漫步者,7.26亿,8691万,5.04
864,002455,百川股份,20.53亿,7979万,9.68
865,002329,皇氏集团,24.46亿,2.91亿,10.77
866,002323,雅百特,12.85亿,2.39亿,44.85
867,002666,德联集团,23.71亿,1.41亿,5.22
868,300283,温州宏丰,7.79亿,2426万,3.90
869,300177,中海达,7.66亿,1888万,1.22
870,002435,长江润发,21.15亿,1.60亿,5.93
871,002479,富春环保,26.99亿,2.45亿,8.83
872,002808,苏州恒久,2.75亿,4105万,10.93
873,300004,南风股份,8.95亿,9271万,3.02
874,002610,爱康科技,38.99亿,1.41亿,2.80
875,300171,东富龙,13.28亿,2.35亿,8.12
876,300187,永清环保,15.36亿,1.42亿,10.17
877,300084,海默科技,2.85亿,708万,0.53
878,002529,海源机械,2.05亿,-3818万,-2.87
879,300163,先锋新材,7.62亿,6792万,9.57
880,002652,扬子新材,18.92亿,8127万,12.72
881,002515,金字火腿,1.61亿,1990万,1.48
882,300292,吴通控股,19.82亿,1.68亿,6.80
883,002280,联络互动,12.01亿,3.54亿,5.52
884,002322,理工环科,6.87亿,1.52亿,5.21
885,002342,巨力索具,13.65亿,2063万,0.85
886,300028,*金亚,1.43亿,-2110万,-6.14
887,002227,奥特迅,3.61亿,912万,1.16
888,002264,新华都,67.10亿,5438万,3.37
889,002420,毅昌股份,57.54亿,1921万,1.16
890,002346,柘中股份,4.22亿,2016万,1.29
891,002171,楚江新材,79.18亿,1.87亿,10.69
892,002199,东晶电子,2.57亿,1620万,3.59
893,002163,中航三鑫,44.83亿,546万,0.75
894,002254,泰和新材,15.81亿,5884万,2.99
895,002250,联化科技,30.99亿,2.64亿,6.25
896,002098,浔兴股份,11.75亿,1.18亿,10.94
897,002089,新海宜,19.01亿,2739万,1.45
898,002066,瑞泰科技,17.55亿,2524万,6.60
899,002448,中原内配,11.75亿,2.15亿,10.22
900,601669,中国电建,2390亿,67.72亿,12.30
901,002298,中电鑫龙,16.71亿,1.56亿,4.70
902,000523,广州浪奇,98.49亿,3927万,2.32
903,000498,山东路桥,81.48亿,4.30亿,13.21
904,600869,智慧能源,122亿,2.87亿,5.86
905,000622,恒立实业,4187万,4800万,27.03
906,000620,新华联,75.16亿,5.24亿,8.69
907,000603,盛达矿业,6.86亿,2.02亿,11.80
908,000554,泰山石油,27.67亿,433万,0.47
909,002027,分众传媒,102亿,44.51亿,70.73
910,600694,大商股份,281亿,7.03亿,10.53
911,600128,弘业股份,35.32亿,2368万,1.68
912,600112,天成控股,5.98亿,-9896万,-8.92
913,600797,浙大网新,40.80亿,2.45亿,10.98
914,600778,*ST友好,61.11亿,-4.00亿,-28.58
915,600355,精伦电子,3.36亿,1129万,2.79
916,600758,红阳能源,71.61亿,1.74亿,3.42
917,600481,双良节能,20.14亿,1.61亿,7.62
918,000976,华铁股份,18.62亿,3085万,1.63
919,600240,华业资本,52.03亿,12.18亿,23.77
920,600238,*ST椰岛,8.46亿,-3525万,-4.00
921,600083,博信股份,9145万,301万,5.65
922,002040,南京港,2.23亿,8461万,10.91
923,600216,浙江医药,52.79亿,4.50亿,6.64
924,600185,格力地产,31.22亿,6.01亿,11.87
925,000040,东旭蓝天,37.74亿,1.75亿,2.85
926,000018,神州长城,46.65亿,4.74亿,31.18
927,601166,兴业银行,1571亿,539亿,17.28
928,000797,中国武夷,25.71亿,2.20亿,10.96
929,600532,宏达矿业,2.54亿,1.15亿,6.20
930,603328,依顿电子,29.34亿,5.88亿,13.00
931,300607,拓斯达,4.33亿,7757万,24.15
932,300591,万里马,6.02亿,3700万,14.07
933,300605,恒锋信息,3.30亿,3763万,17.70
934,300599,雄塑科技,12.65亿,1.00亿,15.70
935,300602,飞荣达,8.43亿,1.16亿,23.20
936,300613,富瀚微,3.22亿,1.12亿,52.71
937,002871,伟隆股份,2.73亿,5244万,17.83
938,002869,金溢科技,6.69亿,1.22亿,31.96
939,300601,康泰生物,5.52亿,8621万,12.49
940,002878,元隆雅图,7.07亿,5025万,23.28
941,603787,新日股份,20.55亿,7621万,14.68
942,603133,碳元科技,4.66亿,8234万,17.08
943,603920,世运电路,16.35亿,2.65亿,32.63
944,603991,至正股份,3.51亿,3745万,16.47
945,002852,道道全,26.91亿,2.06亿,37.20
946,002849,威星智能,3.90亿,5223万,20.60
947,300678,中科信息,2.44亿,3876万,12.20
948,300581,晨曦航空,2.04亿,5244万,26.35
949,300576,容大感光,3.14亿,3416万,14.80
950,002855,捷荣技术,18.36亿,7219万,9.41
951,603218,日月股份,16.00亿,3.39亿,22.17
952,300566,激智科技,6.11亿,5925万,19.67
953,300504,天邑股份,17.88亿,1.52亿,30.45
954,300686,智动力,6.62亿,5891万,18.28
955,603966,法兰泰克,5.41亿,5694万,11.50
956,300565,科信技术,7.08亿,6182万,15.52
957,300721,怡达股份,10.02亿,5953万,13.72
958,300733,西菱动力,6.48亿,9276万,19.76
959,300716,国立科技,6.31亿,5977万,14.89
960,603676,卫信康,4.26亿,1.15亿,25.01
961,603895,天永智能,3.82亿,6309万,31.84
962,002899,英派斯,7.79亿,8519万,21.42
963,603277,银都股份,11.48亿,2.42亿,46.45
964,300689,澄天伟业,2.64亿,4258万,17.52
965,300687,赛意信息,6.12亿,8200万,36.47
966,603557,起步股份,12.34亿,1.76亿,19.97
967,300667,必创科技,1.31亿,3226万,22.17
968,603813,原尚股份,3.38亿,4095万,13.56
969,300604,长川科技,1.24亿,4142万,20.38
970,002883,中设股份,1.92亿,4051万,30.14
971,300652,雷迪克,3.93亿,6791万,27.74
972,002866,传艺科技,5.82亿,9001万,26.41
973,603196,日播时尚,9.49亿,7562万,16.49
974,300628,亿联网络,9.24亿,4.32亿,71.36
975,600919,江苏银行,315亿,106亿,14.47
976,300540,深冷股份,3.08亿,3859万,9.31
977,300550,和仁科技,2.36亿,5207万,18.88
978,300502,新易盛,7.14亿,1.05亿,12.36
979,603223,恒通股份,21.66亿,5820万,9.56
980,603016,新宏泰,3.77亿,6594万,10.35
981,300426,唐德影视,7.88亿,1.79亿,17.35
982,002835,同为股份,5.27亿,6424万,19.25
983,300525,博思软件,1.71亿,3830万,12.08
984,300543,朗科智能,9.36亿,7658万,19.92
985,300531,优博讯,3.33亿,6757万,18.01
986,603819,神力股份,5.55亿,4565万,9.13
987,300499,高澜股份,4.69亿,5724万,10.70
988,300422,博世科,8.29亿,6268万,11.84
989,002829,星网宇达,2.77亿,7333万,20.34
990,002856,美芝股份,9.50亿,5212万,16.65
991,603878,武进不锈,13.27亿,1.22亿,10.09
992,002828,贝肯能源,4.28亿,6261万,12.82
993,300364,中文在线,6.02亿,3504万,2.55
994,002823,凯中精密,11.16亿,1.29亿,24.38
995,603315,福鞍股份,3.46亿,3441万,5.33
996,300518,盛讯达,2.07亿,9967万,13.00
997,300425,环能科技,4.88亿,6953万,6.32
998,603690,至纯科技,2.63亿,4531万,16.76
999,002753,永东股份,10.96亿,7921万,8.85
1000,300512,中亚股份,6.36亿,1.61亿,16.46
1001,603118,共进股份,65.43亿,3.43亿,10.51
1002,603421,鼎信通讯,13.86亿,3.11亿,22.80
1003,002766,索菱股份,9.50亿,7654万,7.66
1004,002775,文科园林,15.17亿,1.40亿,11.70
1005,002755,东方新星,1.78亿,460万,0.91
1006,603320,迪贝电气,5.12亿,4589万,15.02
1007,002730,电光科技,6.18亿,3854万,4.62
1008,300467,迅游科技,1.58亿,3912万,8.19
1009,300452,山河药辅,2.86亿,4879万,12.74
1010,603011,合锻智能,6.50亿,5129万,4.52
1011,601226,华电重工,40.83亿,-9190万,-2.55
1012,002779,中坚科技,4.12亿,3545万,5.88
1013,002802,洪汇新材,3.15亿,5262万,12.57
1014,601595,上海电影,10.46亿,2.36亿,19.62
1015,603069,海汽集团,10.90亿,6284万,7.44
1016,300355,蒙草生态,28.61亿,3.39亿,14.16
1017,002715,登云股份,2.88亿,1186万,2.62
1018,002743,富煌钢构,23.82亿,5038万,4.39
1019,300367,东方网力,14.81亿,3.35亿,15.08
1020,300362,天翔环境,10.74亿,1.27亿,7.37
1021,300477,合纵科技,12.62亿,8779万,11.13
1022,300382,斯莱克,3.88亿,1.08亿,14.47
1023,002727,一心堂,62.49亿,3.53亿,14.96
1024,300359,全通教育,9.77亿,1.03亿,5.23
1025,300377,赢时胜,3.51亿,1.21亿,6.00
1026,603686,龙马环卫,22.18亿,2.11亿,18.87
1027,002712,思美传媒,38.22亿,1.42亿,11.03
1028,002889,东方嘉盛,68.87亿,9057万,12.49
1029,300366,创意信息,11.14亿,1.17亿,7.57
1030,002721,金一文化,108亿,1.74亿,8.15
1031,002756,永兴特钢,31.63亿,2.54亿,8.54
1032,300344,太空智造,3.32亿,2472万,3.99
1033,300337,银邦股份,15.65亿,731万,0.48
1034,300315,掌趣科技,18.55亿,5.09亿,6.35
1035,002646,青青稞酒,14.37亿,2.16亿,8.98
1036,300298,三诺生物,7.96亿,1.15亿,9.47
1037,300253,卫宁健康,9.54亿,5.19亿,28.27
1038,300010,立思辰,18.84亿,2.80亿,7.12
1039,300093,金刚玻璃,3.52亿,468万,0.53
1040,600225,天津松江,19.87亿,-4.55亿,-27.46
1041,002623,亚玛顿,13.96亿,1920万,0.88
1042,002001,新和成,46.96亿,12.03亿,15.92
1043,002621,三垒股份,6681万,1005万,0.89
1044,300267,尔康制药,27.06亿,7.95亿,17.54
1045,300230,永利股份,18.27亿,1.54亿,9.32
1046,300231,银信科技,10.50亿,1.16亿,21.39
1047,002681,奋达科技,21.04亿,3.85亿,14.20
1048,300201,海伦哲,14.16亿,8838万,8.33
1049,300209,天泽信息,7.24亿,9738万,6.33
1050,002675,东诚药业,11.58亿,1.31亿,6.08
1051,002685,华东重机,21.40亿,2972万,1.85
1052,300289,利德曼,5.33亿,6965万,5.73
1053,601339,百隆东方,54.72亿,6.05亿,8.62
1054,300175,朗源股份,5.89亿,2832万,3.10
1055,002522,浙江众成,5.39亿,1.03亿,7.41
1056,002517,恺英网络,27.20亿,6.82亿,46.98
1057,300160,秀强股份,11.47亿,1.20亿,10.17
1058,300155,安居宝,7.98亿,1760万,1.55
1059,300151,昌红科技,5.88亿,3150万,3.90
1060,300153,科泰电源,8.15亿,4846万,5.03
1061,300208,恒顺众昇,11.99亿,2.53亿,19.28
1062,300191,潜能恒信,8039万,1136万,0.97
1063,300123,亚光科技,5.87亿,1827万,1.78
1064,002565,顺灏股份,18.72亿,9841万,5.20
1065,300312,邦讯技术,3.62亿,1968万,-12.47
1066,300126,锐奇股份,5.27亿,625万,0.60
