,股票代码,公司名称,营业收入,净利润,净资产收益率(%)
534,000605,渤海股份,16.63亿,1.13亿,5.93
535,000601,韶能股份,35.94亿,4.46亿,10.22
536,600847,万里股份,4.53亿,1558万,2.30
537,000732,泰禾集团,243亿,21.24亿,11.19
538,000711,京蓝科技,18.08亿,2.89亿,8.42
539,000707,*ST双环,42.82亿,-7.46亿,-144.45
540,000687,华讯方舟,17.60亿,1.31亿,8.87
541,000534,万泽股份,2.55亿,8947万,6.32
542,000883,湖北能源,116亿,21.73亿,8.76
543,002034,旺能环境,14.05亿,2.35亿,9.26
544,600745,闻泰科技,169亿,3.29亿,9.49
545,002018,*ST华信,168亿,4.47亿,13.30
546,002005,德豪润达,42.03亿,-9.71亿,-18.69
547,600138,中青旅,110亿,5.72亿,10.71
548,600093,易见股份,160亿,8.16亿,12.66
549,600091,ST明科,6548万,558万,0.63
550,600777,新潮能源,15.23亿,3.67亿,4.05
551,600331,宏达股份,46.23亿,2.06亿,4.27
552,600317,营口港,38.18亿,5.35亿,5.06
553,600313,农发种业,38.67亿,-2.85亿,-18.38
554,600307,酒钢宏兴,410亿,4.21亿,4.50
555,600251,冠农股份,16.02亿,8507万,4.42
556,600562,国睿科技,11.54亿,1.69亿,9.74
557,000975,银泰资源,14.83亿,3.25亿,8.22
558,600405,动力源,12.22亿,1999万,1.80
559,600035,楚天高速,26.88亿,5.76亿,10.31
560,600648,外高桥,89.54亿,7.40亿,7.63
561,600633,浙数文化,16.27亿,16.57亿,23.17
562,600285,羚锐制药,18.49亿,2.17亿,10.18
563,600283,钱江水利,9.81亿,7259万,4.09
564,600280,中央商场,84.53亿,2.39亿,13.09
565,600275,ST昌鱼,1447万,412万,2.84
566,600246,万通地产,32.95亿,3.56亿,5.26
567,600236,桂冠电力,87.75亿,25.11亿,17.98
568,600232,金鹰股份,12.33亿,2525万,2.16
569,600354,敦煌种业,4.85亿,2561万,2.82
570,000069,华侨城A,423亿,86.43亿,18.05
571,000061,农产品,24.46亿,1389万,0.29
572,000042,中洲控股,86.54亿,6.15亿,10.01
573,002035,华帝股份,57.31亿,5.10亿,26.10
574,600517,置信电气,57.30亿,2.39亿,6.79
575,600489,中金黄金,329亿,2.91亿,2.18
576,600020,中原高速,58.47亿,11.73亿,9.69
577,000587,金洲慈航,117亿,10.22亿,11.41
578,000839,中信国安,43.62亿,2.59亿,3.87
579,600503,华丽家族,21.10亿,2.25亿,6.45
580,600395,盘江股份,60.81亿,8.77亿,14.01
581,000903,云内动力,59.10亿,2.65亿,5.72
582,600227,圣济堂,16.97亿,3826万,0.82
583,000036,华联控股,39.72亿,13.43亿,34.54
584,000010,美丽生态,7.58亿,-10.61亿,-63.00
585,600295,鄂尔多斯,221亿,5.21亿,6.91
586,600897,厦门空港,16.60亿,4.11亿,12.16
587,600892,大晟文化,3.14亿,3.00亿,16.49
588,600810,神马股份,107亿,6712万,2.69
589,600809,山西汾酒,60.37亿,9.44亿,19.04
590,002876,三利谱,8.18亿,8220万,11.87
591,603879,永悦科技,5.59亿,4392万,11.26
592,603926,铁流股份,8.52亿,1.09亿,12.41
593,603855,华荣股份,14.79亿,1.26亿,11.06
594,603041,美思德,3.01亿,5057万,8.18
595,002853,皮阿诺,8.26亿,1.03亿,12.81
596,603668,天马科技,11.36亿,9086万,12.01
597,603076,乐惠国际,8.32亿,6719万,15.43
598,603183,建研院,4.44亿,6598万,15.68
599,002881,美格智能,6.42亿,5629万,15.61
600,603136,天目湖,4.61亿,8447万,19.02
601,603980,吉华集团,24.56亿,3.97亿,13.22
602,601949,中国出版,46.97亿,5.31亿,10.98
603,603648,畅联股份,11.51亿,1.39亿,13.61
604,603286,日盈电子,3.18亿,3374万,10.06
605,603963,大理药业,2.73亿,4445万,16.34
606,603233,大参林,74.21亿,4.75亿,24.28
607,603711,香飘飘,26.40亿,2.68亿,19.58
608,603619,中曼石油,17.72亿,3.95亿,22.46
609,600926,杭州银行,141亿,45.50亿,11.34
610,603035,常熟汽饰,13.39亿,2.28亿,10.52
611,603727,博迈科,4.89亿,1.10亿,4.57
612,002810,山东赫达,6.51亿,4632万,7.11
613,600977,中国电影,89.88亿,9.65亿,9.55
614,603822,嘉澳环保,8.83亿,5099万,7.83
615,300506,名家汇,6.82亿,1.74亿,26.06
616,603600,永艺股份,18.41亿,1.00亿,15.82
617,601212,白银有色,566亿,2.39亿,2.13
618,603589,口子窖,36.03亿,11.14亿,24.00
619,603159,上海亚虹,5.74亿,4490万,11.64
620,300664,鹏鹞环保,8.08亿,2.19亿,10.38
621,600939,重庆建工,450亿,3.63亿,6.79
622,300496,中科创达,11.62亿,7804万,6.55
623,603160,汇顶科技,36.82亿,8.87亿,28.79
624,603101,汇嘉时代,30.27亿,1.02亿,8.17
625,002776,柏堡龙,8.41亿,1.29亿,6.08
626,002791,坚朗五金,31.79亿,1.91亿,7.50
627,603389,亚振家居,5.73亿,6105万,7.05
628,603158,腾龙股份,9.04亿,1.31亿,14.00
629,002701,奥瑞金,73.42亿,7.04亿,13.04
630,002705,新宝股份,82.22亿,4.08亿,11.92
631,603308,应流股份,13.75亿,6017万,2.16
632,603599,广信股份,23.46亿,3.37亿,13.17
633,300306,远方信息,5.58亿,1.28亿,6.73
634,603366,日出东方,27.84亿,5477万,1.47
635,601929,吉视传媒,20.47亿,3.75亿,5.86
636,002277,友阿股份,72.84亿,3.08亿,6.00
637,002319,乐通股份,5.32亿,1065万,0.21
638,002063,远光软件,11.79亿,1.72亿,9.15
639,002095,生意宝,3.62亿,1917万,2.32
640,601169,北京银行,504亿,187亿,13.77
641,600749,*ST藏旅,1.42亿,-7917万,-15.83
642,600215,长春经开,4.17亿,903万,0.37
643,002052,同洲电子,6.73亿,894万,0.97
644,300299,富春股份,5.30亿,-1.71亿,-12.88
645,002686,亿利达,13.67亿,1.41亿,10.02
646,002592,八菱科技,7.75亿,1.35亿,6.44
647,002684,猛狮科技,39.05亿,-1.34亿,-5.01
648,002679,福建金森,1.75亿,5549万,7.30
649,601965,中国汽研,24.01亿,3.75亿,9.05
650,601388,怡球资源,53.84亿,3.23亿,13.78
651,300176,鸿特科技,29.37亿,4.91亿,56.29
652,002609,捷顺科技,9.50亿,2.09亿,9.68
653,002499,科林环保,8.86亿,4161万,5.76
654,002582,好想你,40.70亿,1.07亿,3.31
655,300116,坚瑞沃能,96.60亿,-36.84亿,-61.57
656,601208,东材科技,17.34亿,9930万,4.30
657,300094,国联水产,40.96亿,1.44亿,7.66
658,300104,乐视网,70.96亿,-139亿,-211.40
659,601718,际华集团,254亿,7.55亿,4.43
660,300076,GQY视讯,1.36亿,-1.05亿,-10.20
661,002432,九安医疗,5.98亿,-1.66亿,-11.40
662,300083,劲胜智能,64.22亿,4.61亿,8.62
663,002458,益生股份,6.56亿,-3.10亿,-23.13
664,002622,融钰集团,1.95亿,7192万,5.97
665,601188,龙江交通,17.87亿,3.53亿,9.05
666,002343,慈文传媒,16.66亿,4.08亿,25.31
667,002387,维信诺,3173万,1533万,2.01
668,601106,中国一重,103亿,8418万,0.89
669,002384,东山精密,154亿,5.26亿,9.35
670,002629,仁智股份,33.14亿,186万,0.28
671,002345,潮宏基,30.86亿,2.84亿,9.44
672,002485,希努尔,7.75亿,3665万,1.84
673,002348,高乐股份,6.61亿,5509万,4.38
674,002325,洪涛股份,33.31亿,1.37亿,3.86
675,002495,佳隆股份,2.87亿,2141万,1.90
676,300091,金通灵,14.63亿,1.25亿,11.48
677,002468,申通快递,127亿,14.88亿,24.05
678,300293,蓝英装备,13.49亿,719万,1.08
679,002589,瑞康医药,233亿,10.08亿,13.74
680,002462,嘉事堂,142亿,2.64亿,12.59
681,002528,英飞拓,29.06亿,1.27亿,4.36
682,002546,新联电子,6.21亿,1.12亿,4.03
683,002444,巨星科技,42.81亿,5.50亿,9.49
684,002373,千方科技,25.04亿,3.65亿,10.74
685,002440,闰土股份,60.57亿,9.35亿,14.07
686,002553,南方轴承,3.89亿,7855万,11.26
687,002437,誉衡药业,30.42亿,3.10亿,7.65
688,002405,四维图新,21.56亿,2.65亿,4.69
689,002293,罗莱生活,46.62亿,4.28亿,14.79
690,002377,国创高新,25.73亿,4319万,2.42
691,002268,卫士通,21.37亿,1.69亿,4.76
692,002628,成都路桥,19.87亿,2243万,0.84
693,002284,亚太股份,39.64亿,8341万,3.13
694,002636,金安国纪,36.76亿,5.37亿,27.17
695,002266,浙富控股,10.96亿,8654万,2.91
696,002247,帝龙文化,30.63亿,5.49亿,11.39
697,002252,上海莱士,19.28亿,8.36亿,6.93
698,002221,东华能源,327亿,10.63亿,14.93
699,002219,恒康医疗,33.99亿,2.03亿,4.88
700,002544,杰赛科技,59.78亿,2.02亿,9.94
701,002288,超华科技,14.39亿,3685万,2.17
702,002164,宁波东力,129亿,1.59亿,7.91
703,002169,智光电气,18.31亿,1.25亿,4.57
704,002194,*ST凡谷,14.25亿,-5.14亿,-29.56
705,002161,远望谷,5.08亿,152万,0.09
706,002147,新光圆成,20.08亿,13.58亿,17.25
707,002207,*ST准油,2.06亿,989万,2.85
708,002120,韵达股份,99.86亿,15.89亿,35.45
709,002112,三变科技,5.36亿,-1.25亿,-28.10
710,601908,京运通,19.17亿,3.90亿,6.09
711,002078,太阳纸业,189亿,20.24亿,22.65
712,002200,云投生态,6.68亿,-4.05亿,-62.45
713,601008,连云港,12.73亿,868万,0.27
714,002091,江苏国泰,345亿,7.74亿,11.88
715,002143,印纪传媒,21.88亿,7.69亿,29.51
716,002347,泰尔股份,4.38亿,-7423万,-6.28
717,600998,九州通,739亿,14.46亿,10.75
718,300294,博雅生物,14.61亿,3.57亿,15.80
719,002570,*ST因美,26.60亿,-10.57亿,-44.83
720,002332,仙琚制药,28.53亿,2.07亿,9.01
721,002067,景兴纸业,53.60亿,6.38亿,17.91
722,002281,光迅科技,45.53亿,3.34亿,11.39
723,000678,襄阳轴承,15.22亿,1157万,0.94
724,600870,*ST厦华,1742万,-1230万,-138.83
725,000663,永安林业,12.40亿,6875万,3.36
726,601009,南京银行,248亿,96.68亿,16.94
727,000752,西藏发展,3.62亿,952万,1.21
728,000700,模塑科技,43.40亿,1.34亿,4.12
729,000560,我爱我家,13.19亿,7289万,1.92
730,000863,三湘印象,24.74亿,2.65亿,4.11
731,600730,中国高科,2.89亿,4951万,2.49
732,600726,华电能源,90.82亿,-11.04亿,-38.73
733,600146,商赢环球,21.87亿,2.11亿,7.10
734,600698,湖南天雁,5.83亿,-8404万,-13.57
735,600690,青岛海尔,1593亿,69.26亿,23.59
736,600123,兰花科创,75.66亿,7.82亿,8.69
737,600119,长江投资,28.41亿,-9370万,-11.18
738,600110,诺德股份,25.38亿,1.90亿,9.65
739,600107,美尔雅,4.44亿,462万,0.85
740,600780,通宝能源,50.97亿,8183万,1.72
741,600310,桂东电力,102亿,6344万,2.35
742,600678,四川金顶,1.85亿,2894万,168.98
743,600573,惠泉啤酒,5.69亿,2418万,2.19
744,000968,蓝焰控股,19.04亿,4.89亿,18.89
745,600420,现代制药,85.18亿,5.16亿,8.78
746,600993,马应龙,17.51亿,3.20亿,15.41
747,600572,康恩贝,52.94亿,7.11亿,15.88
748,600467,好当家,12.08亿,5353万,1.78
749,600638,新黄浦,18.10亿,6.45亿,32.81
750,600082,海泰发展,5.12亿,1428万,0.85
751,600522,中天科技,271亿,17.88亿,10.78
752,600518,康美药业,265亿,41.01亿,14.02
753,000403,ST生化,6.85亿,3831万,6.70
754,000156,华数传媒,32.09亿,6.41亿,6.26
755,002048,宁波华翔,148亿,7.98亿,14.54
756,002042,华孚时尚,126亿,6.77亿,11.05
757,600979,广安爱众,20.67亿,2.78亿,8.22
758,600614,鹏起科技,20.04亿,3.87亿,8.08
759,600592,龙溪股份,8.90亿,7102万,3.75
760,000816,*ST慧业,17.40亿,-2.66亿,-8.27
761,000960,锡业股份,344亿,7.06亿,7.83
762,000955,欣龙控股,6.32亿,4544万,6.14
763,000938,紫光股份,391亿,15.75亿,6.44
764,000923,河北宣工,54.01亿,2.75亿,4.10
765,600198,*ST大唐,43.48亿,-26.49亿,-277.77
766,000038,深大通,15.10亿,3.58亿,6.85
767,000032,深桑达A,17.21亿,2637万,1.83
768,000030,富奥股份,71.93亿,8.32亿,15.22
769,000008,神州高铁,23.31亿,8.74亿,13.33
770,600172,黄河旋风,31.67亿,3.40亿,6.79
771,600169,太原重工,71.77亿,5220万,1.27
772,000796,凯撒旅游,80.45亿,2.21亿,11.43
773,000767,漳泽电力,95.20亿,-15.56亿,-18.95
774,000760,斯太尔,1.51亿,-1.69亿,-8.79
775,600817,ST宏盛,1105万,-152万,-1.56
776,600815,厦工股份,44.49亿,1.25亿,26.76
777,300610,晨化股份,7.03亿,7889万,12.97
778,603139,康惠制药,3.67亿,6302万,8.17
779,603906,龙蟠科技,12.97亿,9237万,8.98
780,002906,华阳集团,41.66亿,2.80亿,10.76
781,603896,寿仙谷,3.70亿,8888万,13.09
782,603960,克来机电,2.52亿,4924万,12.97
783,603799,华友钴业,96.53亿,18.96亿,36.50
784,603797,联泰环保,1.85亿,6462万,7.12
785,603712,七一二,14.85亿,1.94亿,12.48
786,600025,华能水电,128亿,21.89亿,6.31
787,002892,科力尔,5.92亿,6545万,18.24
788,603321,梅轮电梯,7.32亿,7664万,11.86
789,002897,意华股份,12.15亿,9398万,13.68
790,603329,上海雅仕,17.00亿,7784万,19.81
791,002909,集泰股份,8.02亿,4524万,16.69
792,603110,东方材料,3.95亿,5503万,15.05
793,603226,菲林格尔,7.96亿,8007万,15.21
794,603063,禾望电气,8.78亿,2.33亿,12.74
795,601838,成都银行,96.54亿,39.09亿,16.83
796,603323,吴江银行,27.26亿,7.31亿,9.06
797,601858,中国科传,20.11亿,3.71亿,12.37
798,002824,和胜股份,8.41亿,6519万,9.44
799,601163,三角轮胎,79.21亿,4.83亿,6.10
800,603778,乾景园林,5.49亿,8966万,9.00
801,603808,歌力思,20.53亿,3.02亿,15.82
802,603300,华铁科技,6.94亿,3218万,2.84
803,300423,鲁亿通,2.64亿,2764万,5.87
804,002731,萃华珠宝,27.47亿,6256万,5.42
805,300404,博济医药,1.31亿,-2449万,-5.84
806,601611,中国核建,455亿,8.53亿,9.51
807,002813,路畅科技,7.74亿,2453万,3.80
808,603825,华扬联众,82.16亿,1.27亿,13.98
809,002759,天际股份,8.53亿,2218万,0.66
810,603718,海利生物,3.04亿,1.14亿,10.96
811,002809,红墙股份,6.31亿,8064万,8.78
812,300555,路通视信,3.77亿,4493万,7.30
813,603012,创力集团,12.54亿,1.45亿,5.83
814,603816,顾家家居,66.65亿,8.22亿,22.26
815,002780,三夫户外,3.51亿,-1291万,-3.35
816,603703,盛洋科技,8.60亿,2422万,3.89
817,603567,珍宝岛,31.41亿,5.21亿,11.61
818,603017,中衡设计,14.54亿,1.51亿,9.33
819,603779,威龙股份,8.31亿,6347万,7.45
820,603116,红蜻蜓,32.45亿,3.82亿,11.20
821,300449,汉邦高科,6.91亿,4754万,5.64
822,603828,柯利达,20.35亿,5762万,5.49
823,603355,莱克电气,57.10亿,3.66亿,11.77
824,002739,万达电影,132亿,15.16亿,13.73
825,603611,诺力股份,21.20亿,1.60亿,10.44
826,603117,万林股份,6.75亿,1.04亿,4.64
827,603168,莎普爱思,9.39亿,1.46亿,9.04
828,002719,麦趣尔,5.80亿,1884万,1.76
829,300397,天和防务,3.54亿,7009万,5.90
830,002752,昇兴股份,20.55亿,9252万,5.34
831,002714,牧原股份,100亿,23.66亿,28.12
832,603197,保隆科技,20.81亿,1.74亿,17.18
833,002697,红旗连锁,69.39亿,1.65亿,7.35
834,002696,百洋股份,23.94亿,1.13亿,8.15
835,002693,双成药业,2.47亿,631万,1.10
836,603001,奥康国际,32.62亿,2.26亿,5.54
837,002651,利君股份,5.26亿,1.29亿,6.65
838,002603,以岭药业,40.81亿,5.41亿,8.25
839,300063,天龙集团,68.76亿,-3.06亿,-14.92
840,002608,江苏国信,202亿,21.80亿,13.19
841,300062,中能电气,8.06亿,-6998万,-8.35
842,600804,鹏博士,81.70亿,7.69亿,11.43
843,000150,宜华健康,21.16亿,1.74亿,7.08
844,002611,东方精工,46.85亿,4.90亿,8.85
845,002021,中捷资源,10.02亿,-9321万,-9.48
846,300254,仟源医药,9.39亿,2167万,2.67
847,002620,瑞和股份,30.06亿,1.33亿,6.51
848,300266,兴源环境,30.32亿,3.62亿,11.49
849,002554,惠博普,14.85亿,8890万,4.05
850,002563,森马服饰,120亿,11.38亿,11.51
851,002542,中化岩土,27.93亿,2.37亿,7.05
852,002558,巨人网络,29.07亿,12.90亿,16.09
853,002502,骅威文化,7.27亿,3.65亿,10.90
854,002514,宝馨科技,5.48亿,3969万,4.71
855,300145,中金环境,38.15亿,5.91亿,13.65
856,002619,艾格拉斯,8.45亿,4.14亿,9.71
857,002614,奥佳华,42.94亿,3.45亿,12.85
858,002464,众应互联,5.05亿,1.92亿,15.20
859,002445,中南文化,15.25亿,2.93亿,7.12
860,002355,兴民智通,18.68亿,6217万,3.03
861,002351,漫步者,9.01亿,1.17亿,6.59
862,002455,百川股份,24.65亿,1.05亿,10.70
863,002329,皇氏集团,23.67亿,5674万,2.07
864,002323,雅百特,13.77亿,2.64亿,35.21
865,002666,德联集团,31.45亿,1.54亿,5.49
866,300283,温州宏丰,10.05亿,630万,1.12
867,300177,中海达,10.21亿,6701万,4.15
868,002435,长江润发,29.87亿,3.35亿,6.48
869,002479,富春环保,33.24亿,3.44亿,12.29
870,002808,苏州恒久,2.86亿,3045万,5.72
871,300004,南风股份,8.76亿,3010万,0.97
872,002610,爱康科技,48.56亿,1.13亿,2.01
873,300171,东富龙,17.25亿,1.23亿,4.16
874,300187,永清环保,12.29亿,1.44亿,9.28
875,300084,海默科技,5.12亿,1288万,0.70
876,002529,海源机械,2.72亿,701万,0.45
877,300163,先锋新材,6.89亿,-2795万,-3.93
878,002652,扬子新材,26.09亿,8530万,11.82
879,002515,金字火腿,3.72亿,1.08亿,7.46
880,300292,吴通控股,25.58亿,2.26亿,8.53
881,002280,联络互动,123亿,6523万,1.05
882,002322,理工环科,8.42亿,2.79亿,9.17
883,002342,巨力索具,14.16亿,-1716万,-0.72
884,300028,*金亚,2292万,-1.87亿,-70.01
885,002227,奥特迅,3.67亿,1484万,1.85
886,002264,新华都,69.73亿,-5244万,-3.14
887,002420,毅昌股份,56.98亿,-4.79亿,-36.30
888,002346,柘中股份,4.53亿,2.59亿,13.81
889,002171,楚江新材,110亿,3.61亿,10.88
890,002199,东晶电子,2.32亿,149万,0.32
891,002163,中航三鑫,46.04亿,-914万,-1.27
892,002254,泰和新材,15.55亿,1.00亿,4.89
893,002250,联化科技,41.07亿,2.01亿,3.68
894,002098,浔兴股份,18.60亿,1.19亿,10.15
895,002089,新海宜,16.05亿,-1.15亿,-6.35
896,002066,瑞泰科技,21.77亿,1517万,3.77
897,002448,中原内配,15.04亿,2.79亿,11.58
898,601669,中国电建,2668亿,73.67亿,10.66
899,002298,中电鑫龙,20.26亿,1.72亿,4.07
900,000523,广州浪奇,118亿,3997万,2.20
901,000498,山东路桥,124亿,5.76亿,15.40
902,600869,智慧能源,173亿,5108万,0.91
903,000622,恒立实业,5873万,-2739万,-14.58
904,000620,新华联,74.41亿,8.57亿,13.27
905,000603,盛达矿业,10.96亿,2.83亿,10.65
906,000554,泰山石油,27.19亿,268万,0.31
907,002027,分众传媒,120亿,60.05亿,67.65
908,600694,大商股份,267亿,8.77亿,12.05
909,600128,弘业股份,41.01亿,1226万,0.88
910,600112,天成控股,5.65亿,1975万,1.70
911,600797,浙大网新,32.53亿,3.03亿,10.38
912,600778,*ST友好,58.79亿,-4.86亿,-50.83
913,600355,精伦电子,3.42亿,-5945万,-15.63
914,600758,红阳能源,76.91亿,4.65亿,8.60
915,600481,双良节能,17.18亿,9595万,4.56
916,000976,华铁股份,17.38亿,4.94亿,12.84
917,600240,华业资本,38.62亿,9.98亿,15.98
918,600238,*ST椰岛,11.43亿,-1.06亿,-13.09
919,600083,博信股份,8774万,842万,14.05
920,002040,南京港,6.78亿,1.06亿,4.50
921,000886,海南高速,5.83亿,9431万,3.61
922,600216,浙江医药,56.93亿,2.53亿,3.57
923,600185,格力地产,31.30亿,6.24亿,8.64
924,000040,东旭蓝天,81.31亿,5.44亿,4.85
925,000018,神州长城,64.97亿,3.80亿,19.35
926,601166,兴业银行,1400亿,572亿,15.35
927,000797,中国武夷,41.72亿,2.50亿,10.55
928,600532,宏达矿业,5.14亿,-7897万,-4.23
929,603328,依顿电子,32.86亿,5.53亿,11.65
930,300607,拓斯达,7.64亿,1.38亿,21.21
931,300591,万里马,6.04亿,3733万,8.67
932,300605,恒锋信息,4.04亿,4315万,10.52
933,300599,雄塑科技,15.37亿,1.34亿,11.56
934,300602,飞荣达,10.36亿,1.08亿,12.13
935,300613,富瀚微,4.49亿,1.06亿,13.36
936,002871,伟隆股份,2.86亿,6072万,13.88
937,002869,金溢科技,6.23亿,8942万,11.60
938,300601,康泰生物,11.61亿,2.15亿,22.90
939,002878,元隆雅图,8.19亿,7145万,18.22
940,603787,新日股份,26.96亿,7325万,9.75
941,603133,碳元科技,5.00亿,5121万,6.52
942,603920,世运电路,19.57亿,1.81亿,9.82
943,603991,至正股份,4.27亿,3796万,9.54
944,002852,道道全,33.02亿,1.91亿,12.01
945,002849,威星智能,5.02亿,5320万,10.85
946,300678,中科信息,2.91亿,4254万,10.24
947,300581,晨曦航空,1.78亿,4852万,9.02
948,300576,容大感光,3.63亿,3685万,9.38
949,002855,捷荣技术,15.20亿,5178万,4.76
950,603218,日月股份,18.31亿,2.27亿,8.41
951,300566,激智科技,7.38亿,6042万,10.13
952,300504,天邑股份,23.55亿,2.30亿,31.36
953,300686,智动力,5.68亿,4202万,9.67
954,603966,法兰泰克,6.37亿,6382万,8.24
955,300565,科信技术,6.71亿,5882万,8.03
956,300721,怡达股份,12.13亿,6458万,11.83
957,300733,西菱动力,6.16亿,1.01亿,17.76
958,300716,国立科技,7.58亿,6158万,12.24
959,603676,卫信康,4.20亿,1.02亿,16.02
960,603895,天永智能,4.24亿,6201万,23.78
961,002899,英派斯,8.57亿,8317万,14.30
962,603277,银都股份,13.60亿,1.98亿,27.15
963,300689,澄天伟业,2.95亿,5290万,13.79
964,300687,赛意信息,7.09亿,1.01亿,22.62
965,603557,起步股份,13.39亿,1.94亿,17.55
966,300667,必创科技,1.73亿,4287万,16.46
967,603813,原尚股份,3.93亿,5189万,13.09
968,300604,长川科技,1.80亿,5025万,14.66
969,002883,中设股份,2.32亿,4909万,18.38
970,300652,雷迪克,4.95亿,7496万,15.28
971,002866,传艺科技,6.69亿,7777万,10.93
972,603196,日播时尚,10.73亿,8364万,11.32
973,300628,亿联网络,13.88亿,5.91亿,26.67
974,600919,江苏银行,338亿,119亿,13.72
975,300540,深冷股份,2.40亿,1928万,3.01
976,300550,和仁科技,2.76亿,3290万,6.69
977,300502,新易盛,8.77亿,1.11亿,10.69
978,603223,恒通股份,40.92亿,6195万,9.41
979,603016,新宏泰,3.79亿,4494万,5.53
980,300426,唐德影视,11.80亿,1.93亿,17.20
981,002835,同为股份,5.22亿,2045万,3.16
982,300525,博思软件,3.10亿,5469万,12.13
983,300543,朗科智能,11.85亿,8017万,12.73
984,300531,优博讯,4.43亿,4861万,8.42
985,603819,神力股份,7.18亿,3076万,4.19
986,300499,高澜股份,5.59亿,4126万,6.78
987,300422,博世科,14.69亿,1.47亿,13.78
988,002829,星网宇达,4.10亿,6274万,8.42
989,002856,美芝股份,9.44亿,4246万,7.53
990,603878,武进不锈,14.61亿,1.28亿,6.45
991,002828,贝肯能源,6.49亿,7002万,8.04
992,300364,中文在线,7.17亿,7753万,3.00
993,002823,凯中精密,13.84亿,1.53亿,13.94
994,603315,福鞍股份,3.14亿,889万,1.26
995,300518,盛讯达,2.43亿,6323万,5.90
996,300425,环能科技,8.11亿,9241万,6.45
997,603690,至纯科技,3.69亿,4929万,12.89
998,002753,永东股份,19.85亿,2.37亿,21.73
999,300512,中亚股份,6.86亿,1.86亿,13.55
1000,603118,共进股份,75.55亿,1.01亿,2.37
1001,603421,鼎信通讯,15.15亿,3.02亿,15.10
1002,002766,索菱股份,14.98亿,1.42亿,8.78
1003,002775,文科园林,25.65亿,2.44亿,18.25
1004,002755,东方新星,3.66亿,1097万,2.13
1005,603320,迪贝电气,6.54亿,5153万,10.39
1006,002730,电光科技,8.12亿,5609万,6.44
1007,300467,迅游科技,2.78亿,1.02亿,13.04
1008,300452,山河药辅,3.39亿,5034万,11.96
1009,603011,合锻智能,7.29亿,4215万,2.50
1010,601226,华电重工,48.21亿,3769万,1.08
1011,002779,中坚科技,4.41亿,2370万,3.80
1012,002802,洪汇新材,3.89亿,7212万,12.49
1013,601595,上海电影,11.22亿,2.57亿,12.87
1014,603069,海汽集团,11.05亿,5074万,4.75
1015,300355,蒙草生态,55.79亿,8.44亿,26.29
1016,002715,登云股份,3.42亿,896万,1.91
1017,002743,富煌钢构,28.13亿,7023万,3.57
1018,300367,东方网力,18.55亿,3.85亿,11.32
1019,300362,天翔环境,9.40亿,6533万,3.69
1020,300477,合纵科技,21.09亿,1.31亿,10.90
1021,300382,斯莱克,5.49亿,1.36亿,12.98
1022,002727,一心堂,77.51亿,4.23亿,16.02
1023,300359,全通教育,10.31亿,6629万,3.25
1024,300377,赢时胜,5.37亿,2.08亿,7.96
1025,603686,龙马环卫,30.85亿,2.60亿,19.91
1026,002712,思美传媒,41.87亿,2.31亿,10.34
1027,002889,东方嘉盛,101亿,1.18亿,11.85
1028,300366,创意信息,16.09亿,1.73亿,5.96
1029,002721,金一文化,153亿,1.82亿,6.97
1030,002756,永兴特钢,40.31亿,3.52亿,10.96
1031,300344,太空智造,4.69亿,-3279万,-5.14
1032,300337,银邦股份,19.89亿,784万,0.51
1033,300315,掌趣科技,17.68亿,2.64亿,3.12
1034,002646,青青稞酒,13.18亿,-9416万,-3.95
1035,300298,三诺生物,10.33亿,2.58亿,19.43
1036,300253,卫宁健康,12.04亿,2.29亿,9.30
1037,300010,立思辰,21.61亿,2.03亿,3.74
1038,300093,金刚玻璃,6.01亿,1791万,2.03
1039,600225,天津松江,14.76亿,2.00亿,14.00
1040,002623,亚玛顿,16.12亿,-2299万,-1.06
1041,002001,新和成,62.35亿,17.04亿,19.87
1042,002621,三垒股份,1.77亿,1835万,1.62
1043,300267,尔康制药,28.28亿,5.22亿,10.14
1044,300230,永利股份,30.86亿,2.92亿,11.18
1045,300231,银信科技,9.34亿,1.23亿,18.45
1046,002681,奋达科技,32.10亿,4.43亿,11.81
1047,300201,海伦哲,15.57亿,1.60亿,11.21
1048,300209,天泽信息,9.95亿,1.08亿,5.30
1049,002675,东诚药业,15.96亿,1.73亿,6.09
1050,002685,华东重机,50.02亿,1.32亿,6.17
1051,300289,利德曼,5.76亿,7307万,5.73
1052,601339,百隆东方,59.52亿,4.88亿,6.69
1053,300175,朗源股份,3.80亿,3960万,4.84
1054,002522,浙江众成,6.35亿,6800万,3.95
1055,002517,恺英网络,31.34亿,16.10亿,39.08
1056,300160,秀强股份,13.78亿,1.11亿,8.73
1057,300155,安居宝,8.45亿,1329万,1.16
1058,300151,昌红科技,5.99亿,3470万,4.21
1059,300153,科泰电源,10.73亿,2896万,2.98
1060,300208,恒顺众昇,15.22亿,3.34亿,19.09
1061,300191,潜能恒信,8211万,-1678万,-1.44
1062,300123,亚光科技,10.47亿,9656万,4.74
1063,002565,顺灏股份,19.49亿,1.03亿,4.72
1064,300312,邦讯技术,3.10亿,-1.42亿,-19.36
1065,002473,*ST圣莱,1.17亿,-5690万,-18.28
1066,300126,锐奇股份,5.49亿,444万,0.43
1067,300118,东方日升,115亿,6.50亿,16.04
1068,300148,天舟文化,9.36亿,1.34亿,3.09
