,股票代码,公司名称,营业收入,净利润,净资产收益率(%)
92,002569,步森股份,3.44亿,-3381万,-6.65
93,002645,华宏科技,13.00亿,1.24亿,7.67
94,002290,中科新材,14.32亿,237万,0.20
95,002235,安妮股份,6.58亿,-3.65亿,-16.63
96,002249,大洋电机,86.05亿,4.18亿,4.74
97,002209,达意隆,9.62亿,2018万,3.24
98,002122,*ST天马,25.45亿,1.28亿,2.78
99,000723,美锦能源,122亿,10.65亿,14.30
100,600151,航天机电,66.57亿,-3.09亿,-5.23
101,600691,阳煤化工,203亿,1.16亿,3.09
102,000820,神雾节能,13.17亿,3.48亿,38.42
103,000892,欢瑞世纪,15.67亿,4.22亿,14.51
104,603680,今创集团,29.32亿,6.00亿,33.26
105,601200,上海环境,25.66亿,5.06亿,9.83
106,300440,运达科技,5.95亿,1.19亿,8.41
107,600401,*ST海润,32.56亿,-24.36亿,-1.00
108,002538,司尔特,26.03亿,2.13亿,6.47
109,002496,辉丰股份,39.52亿,4.08亿,11.32
110,000428,华天酒店,10.63亿,1.09亿,3.69
111,000901,航天科技,58.02亿,1.70亿,4.65
112,000893,*ST东凌,15.36亿,-23.87亿,-76.86
113,000762,西藏矿业,6.68亿,3454万,1.61
114,300682,朗新科技,7.83亿,1.39亿,14.70
115,603650,彤程新材,19.01亿,3.15亿,27.99
116,300493,润欣科技,18.30亿,5441万,11.26
117,300392,腾信股份,16.24亿,-1.37亿,-25.33
118,603843,正平股份,14.86亿,4730万,3.69
119,002301,齐心集团,31.82亿,1.40亿,6.40
120,002412,汉森制药,8.30亿,1.09亿,8.78
121,000691,亚太实业,4615万,-860万,-10.93
122,000532,华金资本,4.79亿,4828万,6.63
123,000852,石化机械,39.94亿,941万,0.54
124,000957,中通客车,78.52亿,1.91亿,7.13
125,600187,国中水务,4.40亿,1783万,0.55
126,600525,长园集团,74.33亿,11.36亿,15.51
127,002902,铭普光磁,15.10亿,8036万,11.77
128,300747,锐科激光,9.52亿,2.77亿,70.45
129,000806,银河生物,10.46亿,1023万,0.49
130,600260,凯乐科技,151亿,7.40亿,19.25
131,603959,百利科技,5.97亿,1.09亿,11.92
132,002674,兴业科技,21.13亿,4514万,1.93
133,601113,华鼎股份,28.34亿,9369万,3.37
134,601777,力帆股份,126亿,1.71亿,2.48
135,002226,江南化工,16.54亿,8175万,2.26
136,000737,*ST南风,18.73亿,-4.21亿,-
137,600634,*ST富控,8.06亿,4590万,1.88
138,603090,宏盛股份,3.68亿,2455万,5.42
139,300173,智慧松德,6.27亿,6718万,4.04
140,300233,金城医药,27.88亿,2.86亿,8.46
141,000422,*ST宜化,120亿,-50.91亿,-160.93
142,600682,南京新百,180亿,7.36亿,10.41
143,600575,皖江物流,95.56亿,3.20亿,3.92
144,300554,三超新材,2.84亿,8613万,22.50
145,300465,高伟达,13.20亿,3502万,3.30
146,300511,雪榕生物,13.30亿,1.22亿,9.10
147,002456,欧菲科技,338亿,8.23亿,9.71
148,600740,山西焦化,59.95亿,9192万,4.41
149,300268,佳沃股份,5.75亿,245万,1.15
150,300195,长荣股份,11.30亿,1.48亿,4.15
151,002179,中航光电,63.62亿,8.25亿,18.41
152,300167,迪威迅,5.57亿,-585万,-0.81
153,000521,美菱电器,168亿,3247万,0.64
154,000685,中山公用,16.14亿,10.67亿,9.15
155,000533,万家乐,82.67亿,3819万,2.39
156,600891,秋林集团,68.16亿,1.64亿,5.48
157,600744,华银电力,73.38亿,-11.57亿,-32.47
158,300702,天宇股份,11.88亿,1.00亿,12.64
159,603588,高能环境,23.05亿,1.92亿,9.27
160,300232,洲明科技,30.31亿,2.84亿,17.21
161,600721,百花村,4.20亿,-5.64亿,-28.16
162,000755,*ST三维,22.90亿,1.06亿,17.92
163,600351,亚宝药业,25.59亿,2.00亿,7.37
164,600687,刚泰控股,82.18亿,5.45亿,9.32
165,601066,中信建投,113亿,40.15亿,9.90
166,603429,集友股份,2.34亿,9915万,21.41
167,300673,佩蒂股份,6.32亿,1.07亿,18.39
168,300354,东华测试,1.29亿,457万,1.32
169,300288,朗玛信息,4.12亿,9714万,8.32
170,600500,中化国际,625亿,6.48亿,5.25
171,002483,润邦股份,18.43亿,8507万,3.45
172,300107,建新股份,5.36亿,8708万,9.22
173,002399,海普瑞,26.70亿,1.31亿,1.69
174,600478,科力远,15.65亿,2202万,1.59
175,600217,中再资环,23.38亿,2.18亿,15.06
176,603032,德新交运,1.97亿,2710万,13.29
177,300750,宁德时代,200亿,38.78亿,18.99
178,603666,亿嘉和,3.74亿,1.39亿,51.41
179,601330,绿色动力,7.85亿,2.06亿,9.55
180,300385,雪浪环境,8.18亿,6034万,7.38
181,300242,佳云科技,27.06亿,1.93亿,8.69
182,002581,未名医药,11.62亿,3.88亿,14.27
183,002680,长生生物,15.53亿,5.66亿,15.43
184,300132,青松股份,8.11亿,9475万,13.91
185,000049,德赛电池,125亿,3.01亿,23.63
186,300317,珈伟股份,34.37亿,3.15亿,6.67
187,002321,华英农业,41.22亿,6126万,2.51
188,000056,皇庭国际,7.02亿,1.78亿,3.41
189,600393,粤泰股份,56.01亿,11.68亿,21.76
190,300248,新开普,7.70亿,1.20亿,9.57
191,300042,朗科科技,9.29亿,5619万,6.28
192,600868,梅雁吉祥,2.43亿,1.16亿,5.15
193,600186,莲花健康,18.53亿,-1.03亿,-120.47
194,600165,新日恒力,12.48亿,3823万,4.60
195,002086,东方海洋,7.79亿,1.24亿,4.25
196,300297,蓝盾股份,22.16亿,4.14亿,10.82
197,600645,中源协和,8.71亿,-1846万,-1.23
198,002374,丽鹏股份,18.58亿,9006万,2.86
199,600866,星湖科技,6.87亿,-1.58亿,-15.93
200,300156,神雾环保,28.09亿,3.61亿,13.36
201,600098,广州发展,248亿,6.79亿,4.38
202,002427,*ST尤夫,51.12亿,3.28亿,14.21
203,002447,晨鑫科技,3.92亿,2.71亿,9.78
204,002162,悦心健康,9.00亿,2017万,2.35
205,603045,福达合金,12.55亿,5476万,11.41
206,002333,罗普斯金,10.32亿,-3896万,-2.58
207,300526,中潜股份,3.85亿,4344万,8.55
208,300152,科融环境,6.62亿,3746万,2.72
209,601138,工业富联,3545亿,159亿,18.87
210,600117,西宁特钢,74.34亿,5981万,2.06
211,600988,赤峰黄金,25.87亿,2.74亿,10.51
212,300350,华鹏飞,9.64亿,5913万,3.19
213,300129,泰胜风能,15.90亿,1.54亿,6.98
214,300090,盛运环保,13.58亿,-13.18亿,-29.45
215,002251,步步高,173亿,1.46亿,2.37
216,002127,南极电商,9.86亿,5.34亿,27.26
217,300580,贝斯特,6.71亿,1.40亿,12.04
218,002895,川恒股份,11.84亿,1.33亿,7.95
219,300648,星云股份,3.09亿,6262万,15.35
220,300625,三雄极光,22.66亿,2.56亿,14.09
221,002385,大北农,187亿,12.65亿,13.16
222,300031,宝通科技,15.80亿,2.21亿,8.29
223,002547,春兴精工,38.04亿,-3.59亿,-12.85
224,002278,神开股份,5.18亿,1062万,0.99
225,600321,*ST正源,11.63亿,-456万,-0.17
226,000590,启迪古汉,3.44亿,1917万,4.42
227,002825,纳尔股份,6.43亿,3633万,6.50
228,603313,梦百合,23.39亿,1.56亿,9.90
229,300198,纳川股份,14.80亿,7118万,4.37
230,002070,*ST众和,7.54亿,-10.40亿,-6977.93
231,600863,内蒙华电,118亿,5.14亿,5.14
232,300647,超频三,4.11亿,3353万,7.82
233,002923,润都股份,7.79亿,9065万,20.44
234,002713,东易日盛,36.12亿,2.18亿,21.05
235,002632,道明光学,8.07亿,1.24亿,7.98
236,300234,开尔新材,3.53亿,-609万,-0.61
237,000651,格力电器,1500亿,224亿,37.44
238,600571,信雅达,13.22亿,-2.09亿,-18.53
239,600379,宝光股份,8.05亿,3604万,7.44
240,603486,科沃斯,45.51亿,3.76亿,35.20
241,300746,汉嘉设计,7.26亿,6049万,10.64
242,002921,联诚精密,6.10亿,4710万,10.88
243,300651,金陵体育,3.36亿,4388万,8.50
244,300405,科隆股份,11.28亿,2281万,2.43
245,002640,跨境通,140亿,7.51亿,16.62
246,002672,东江环保,31.00亿,4.73亿,13.53
247,600751,海航科技,3155亿,8.21亿,6.28
248,600168,武汉控股,12.51亿,3.28亿,7.00
249,600538,国发股份,4.34亿,885万,1.35
250,002848,高斯贝尔,10.78亿,1498万,1.93
251,601198,东兴证券,36.27亿,13.09亿,6.98
252,002491,通鼎互联,42.32亿,5.95亿,14.80
253,300454,深信服,24.72亿,5.74亿,39.44
254,603169,兰石重装,29.85亿,899万,0.30
255,600680,*ST上普,6.40亿,-3.50亿,-64.82
256,600175,美都能源,64.82亿,5789万,0.54
257,600523,贵航股份,33.91亿,1.94亿,8.94
258,300745,欣锐科技,4.91亿,9150万,13.98
259,300218,安利股份,14.93亿,-1666万,-1.69
260,601799,星宇股份,42.55亿,4.70亿,12.09
261,601888,中国国旅,283亿,25.31亿,19.12
262,002506,协鑫集成,144亿,2385万,0.57
263,300135,宝利国际,18.00亿,3752万,3.15
264,002591,恒大高新,2.59亿,1475万,1.43
265,002639,雪人股份,9.37亿,-5889万,-2.63
266,601700,风范股份,22.07亿,1.38亿,4.59
267,300169,天晟新材,7.72亿,-3732万,-3.11
268,002564,天沃科技,104亿,2.25亿,8.66
269,601258,庞大集团,705亿,2.12亿,1.62
270,002291,星期六,15.04亿,-3.52亿,-21.18
271,002446,盛路通信,9.58亿,1.01亿,4.06
272,002647,民盛金科,9.53亿,-2.16亿,-21.60
273,002201,九鼎新材,9.94亿,-319万,-0.36
274,601139,深圳燃气,111亿,8.87亿,11.00
275,002180,纳思达,213亿,9.49亿,41.31
276,002124,天邦股份,30.61亿,2.62亿,10.15
277,002156,通富微电,65.19亿,1.22亿,3.07
278,002132,恒星科技,30.46亿,5659万,2.02
279,002170,芭田股份,20.67亿,-1.01亿,-4.90
280,601118,海南橡胶,108亿,-2.64亿,-3.34
281,601058,赛轮金宇,138亿,3.30亿,7.01
282,300049,福瑞股份,8.50亿,7187万,5.16
283,601006,大秦铁路,556亿,133亿,13.50
284,601666,平煤股份,207亿,13.77亿,11.65
285,002069,獐子岛,32.06亿,-7.23亿,-101.60
286,002061,浙江交科,208亿,11.08亿,26.40
287,002600,领益智造,159亿,14.05亿,23.87
288,300269,联建光电,39.52亿,1.04亿,2.05
289,000679,大连友谊,18.43亿,1306万,0.95
290,000673,当代东方,8.20亿,1.10亿,4.76
291,000511,烯碳退,24.12亿,7715万,6.60
292,000504,南华生物,6739万,-3712万,279.36
293,000501,鄂武商A,181亿,12.41亿,18.70
294,000669,金鸿控股,37.65亿,2.40亿,4.23
295,000639,西王食品,56.18亿,3.43亿,15.44
296,000627,天茂集团,534亿,13.26亿,9.13
297,000626,远大控股,1015亿,-1.93亿,-7.09
298,000599,青岛双星,39.98亿,1.09亿,4.07
299,000597,东北制药,56.76亿,1.19亿,5.01
300,000596,古井贡酒,69.68亿,11.49亿,19.09
301,000595,宝塔实业,4.36亿,1874万,2.76
302,000593,大通燃气,4.86亿,2411万,2.16
303,600854,春兰股份,8.19亿,1764万,0.91
304,600850,华东电脑,65.98亿,2.89亿,14.60
305,000729,燕京啤酒,112亿,1.61亿,1.26
306,000701,厦门信达,500亿,6947万,-1.08
307,000692,惠天热电,17.66亿,-6660万,-0.85
308,000690,宝新能源,25.15亿,1.03亿,1.23
309,000567,海德股份,2.03亿,7327万,28.53
310,000564,供销大集,278亿,14.15亿,4.62
311,000558,莱茵体育,13.24亿,2850万,2.18
312,000539,粤电力A,266亿,7.43亿,3.16
313,000876,新希望,626亿,22.80亿,10.81
314,000858,五粮液,302亿,96.74亿,19.38
315,600747,ST大控,1.04亿,3120万,1.59
316,600978,宜华生活,80.22亿,7.53亿,9.84
317,600983,惠而浦,63.64亿,-9698万,-2.44
318,600482,中国动力,231亿,12.02亿,4.69
319,002004,华邦健康,91.09亿,5.08亿,5.35
320,600157,永泰能源,224亿,6.02亿,2.51
321,600149,ST坊展,5103万,2039万,10.51
322,600145,*ST新亿,3.42亿,1024万,1.65
323,600139,西部资源,2.87亿,-5.99亿,-83.81
324,600701,*ST工新,33.50亿,1.79亿,4.16
325,600699,均胜电子,266亿,3.96亿,3.11
326,600088,中视传媒,7.18亿,8222万,7.80
327,600807,*ST天业,20.40亿,-2.27亿,-12.70
328,600806,退市昆机,5.60亿,-3.50亿,-255.95
329,600791,京能置业,7.43亿,4957万,3.16
330,600783,鲁信创投,2.16亿,4315万,1.19
331,600779,水井坊,20.48亿,3.35亿,22.55
332,600834,申通地铁,7.52亿,5167万,3.56
333,600339,中油工程,554亿,6.70亿,3.00
334,600759,洲际油气,28.51亿,-2.26亿,-4.22
335,600755,厦门国贸,1647亿,19.07亿,15.23
336,000426,兴业矿业,21.11亿,5.65亿,11.03
337,000425,徐工机械,291亿,10.21亿,4.70
338,600686,金龙汽车,177亿,4.79亿,13.74
339,600677,航天通信,102亿,1.00亿,3.11
340,000996,中国中期,6093万,3029万,4.79
341,000995,*ST皇台,4761万,-1.88亿,-
342,600421,ST仰帆,2877万,-840万,-180.36
343,600491,龙元建设,179亿,6.07亿,10.89
344,600967,内蒙一机,120亿,5.25亿,6.99
345,600960,渤海汽车,24.99亿,2.38亿,5.43
346,600543,莫高股份,2.26亿,2409万,2.17
347,600594,益佰制药,38.08亿,3.88亿,9.48
348,000100,TCL集团,1117亿,26.64亿,10.86
349,600674,川投能源,8.00亿,32.65亿,15.34
350,600671,天目药业,1.76亿,814万,12.91
351,600666,奥瑞德,11.90亿,5505万,2.10
352,600661,新南洋,17.24亿,1.23亿,9.74
353,600654,ST中安,29.69亿,-7.35亿,-28.94
354,600653,申华控股,58.02亿,-5.71亿,-27.21
355,600651,飞乐音响,54.45亿,5524万,1.56
356,600642,申能股份,324亿,17.38亿,6.82
357,600641,万业企业,20.96亿,16.99亿,33.22
358,600640,号百控股,55.66亿,2.51亿,5.78
359,600629,华建集团,52.90亿,2.56亿,12.48
360,600626,申达股份,111亿,1.93亿,8.03
361,600255,梦舟股份,53.75亿,1.50亿,4.43
362,600250,南纺股份,7.99亿,9371万,23.73
363,600247,*ST成城,2.03亿,-7093万,-180.98
364,600241,时代万恒,15.01亿,1950万,3.07
365,600237,铜峰电子,8.13亿,1404万,1.12
366,600074,*ST保千,28.46亿,-77.32亿,-
367,600055,万东医疗,8.84亿,1.09亿,6.00
368,600053,九鼎投资,7.56亿,3.24亿,17.20
369,600000,浦发银行,1686亿,543亿,14.45
370,600515,海航基础,112亿,19.93亿,5.87
371,000408,藏格控股,31.73亿,12.14亿,18.49
372,000155,川化股份,65.09亿,3.25亿,9.56
373,000078,海王生物,249亿,6.36亿,11.55
374,000066,中国长城,95.07亿,5.81亿,9.12
375,000046,泛海控股,169亿,28.91亿,15.14
376,002046,轴研科技,14.94亿,1637万,0.77
377,600900,长江电力,501亿,223亿,16.91
378,600429,三元股份,61.21亿,7602万,1.59
379,600432,退市吉恩,31.30亿,-23.63亿,-263.50
380,600487,亨通光电,260亿,21.09亿,26.88
381,600348,阳泉煤业,281亿,16.38亿,11.49
382,600485,信威集团,6.47亿,-17.69亿,-16.31
383,600546,山煤国际,409亿,3.81亿,8.50
384,600622,光大嘉宝,30.83亿,5.45亿,10.34
385,600617,国新能源,96.51亿,1659万,0.45
386,600613,神奇制药,17.36亿,1.30亿,5.35
387,600612,老凤祥,398亿,11.36亿,21.13
388,600609,金杯汽车,57.71亿,1.01亿,13.87
389,600601,方正科技,50.99亿,-8.22亿,-24.08
390,600587,新华医疗,99.83亿,6553万,2.00
391,600580,卧龙电气,101亿,6.65亿,12.31
392,000592,平潭发展,8.48亿,597万,0.19
393,000589,黔轮胎A,69.60亿,-2.22亿,-6.38
394,000835,长城动漫,2.91亿,1.28亿,30.50
395,600509,天富能源,42.38亿,1.79亿,3.61
396,600496,精工钢构,65.33亿,6202万,1.60
397,600568,中珠医疗,9.81亿,1.69亿,2.85
398,600559,老白干酒,25.35亿,1.64亿,9.84
399,000933,神火股份,189亿,3.68亿,6.36
400,000917,电广传媒,87.41亿,-4.64亿,-4.43
401,600390,五矿资本,134亿,24.77亿,8.54
402,600356,恒丰纸业,14.44亿,9773万,4.80
403,600228,ST昌九,5.53亿,2613万,67.49
404,600208,新湖中宝,175亿,33.22亿,10.84
405,600207,安彩高科,19.84亿,908万,0.48
406,600201,生物股份,19.01亿,8.70亿,21.35
407,600193,*ST创兴,2468万,-7822万,-35.60
408,600191,华资实业,1.67亿,1195万,0.54
409,600189,吉林森工,10.26亿,1198万,0.69
410,000009,中国宝安,70.71亿,1.33亿,2.88
411,000004,国农科技,1.39亿,857万,6.85
412,600555,海航创新,3083万,5668万,3.58
413,600177,雅戈尔,98.40亿,2.97亿,1.23
414,000793,华闻传媒,34.21亿,2.77亿,2.88
415,600896,*ST海投,4411万,-6.93亿,-34.24
416,600895,张江高科,12.53亿,4.68亿,5.61
417,600894,广日股份,48.09亿,3.98亿,5.84
418,600827,百联股份,472亿,8.47亿,5.08
419,600825,新华传媒,14.27亿,4501万,1.72
420,600821,津劝业,2.06亿,868万,1.70
421,600818,中路股份,6.04亿,3127万,4.96
422,600811,东方集团,79.62亿,7.69亿,3.90
423,603566,普莱柯,5.30亿,1.14亿,7.56
424,603232,格尔软件,2.72亿,7025万,14.83
425,603238,诺邦股份,6.18亿,5157万,7.38
426,603358,华达科技,31.72亿,2.26亿,9.51
427,601228,广州港,83.08亿,6.97亿,6.11
428,603177,德创环保,7.99亿,3825万,7.50
429,603080,新疆火炬,3.61亿,8526万,17.56
430,603055,台华新材,27.29亿,3.67亿,21.62
431,601108,财通证券,40.12亿,15.04亿,9.14
432,601969,海南矿业,27.56亿,4554万,0.94
433,601997,贵阳银行,125亿,45.31亿,19.76
434,603633,徕木股份,3.74亿,4936万,7.21
435,603203,快克股份,3.62亿,1.32亿,19.62
436,603858,步长制药,139亿,16.38亿,12.81
437,002785,万里石,9.23亿,-644万,-0.98
438,603689,皖天然气,25.71亿,1.24亿,7.06
439,603519,立霸股份,12.23亿,8348万,11.90
440,300482,万孚生物,11.45亿,2.11亿,22.57
441,603958,哈森股份,14.97亿,1817万,1.58
442,002797,第一创业,19.52亿,4.23亿,4.85
443,603616,韩建河山,7.47亿,-5930万,-7.28
444,600936,广西广电,27.09亿,2.02亿,5.68
445,603998,方盛制药,7.21亿,5968万,6.24
446,603520,司太立,7.11亿,8312万,10.01
447,603015,弘讯科技,7.33亿,8053万,6.98
448,601021,春秋航空,110亿,12.62亿,16.00
449,603861,白云电器,15.14亿,1.55亿,7.92
450,603009,北特科技,9.13亿,7317万,5.57
451,002711,欧浦智网,69.22亿,2.10亿,13.17
452,603555,贵人鸟,32.52亿,1.57亿,6.27
453,002699,美盛文化,9.12亿,1.91亿,5.51
454,002665,首航节能,13.32亿,9389万,2.13
455,002650,加加食品,18.91亿,1.59亿,7.96
456,601928,凤凰传媒,111亿,11.66亿,9.69
457,002552,*ST宝鼎,2.39亿,-1.35亿,-21.03
458,002087,新野纺织,51.95亿,2.92亿,9.43
459,002190,成飞集成,19.43亿,-1.08亿,-6.21
460,000909,数源科技,26.64亿,3052万,2.92
461,600302,标准股份,7.04亿,-626万,-0.52
462,600291,西水股份,302亿,23.95亿,22.01
463,600257,大湖股份,9.97亿,826万,0.64
464,600234,ST山水,1448万,-2548万,-30.40
465,002072,凯瑞德,7802万,-3511万,-44.84
466,600984,建设机械,18.29亿,2281万,0.71
467,300331,苏大维格,9.44亿,8124万,5.98
468,300323,华灿光电,26.30亿,5.02亿,13.62
469,601616,广电电气,6.45亿,2214万,0.86
470,002513,蓝丰生化,18.51亿,3545万,1.39
471,002501,利源精制,30.31亿,5.23亿,6.94
472,002577,雷柏科技,5.00亿,1888万,1.61
473,002654,万润科技,30.42亿,1.36亿,5.40
474,002618,丹邦科技,3.17亿,2537万,1.51
475,002573,清新环境,40.94亿,6.52亿,16.74
476,002366,台海核电,24.70亿,10.14亿,44.64
477,300043,星辉娱乐,27.55亿,2.30亿,9.31
478,601519,大智慧,6.38亿,3.83亿,33.57
479,002637,赞宇科技,69.08亿,1.59亿,7.57
480,300013,新宁物流,9.02亿,1.44亿,10.34
481,300071,华谊嘉信,35.03亿,-2.77亿,-26.82
482,002656,摩登大道,9.21亿,1.35亿,6.46
483,300111,向日葵,15.30亿,2370万,1.81
484,300022,吉峰农机,30.97亿,-4469万,-19.62
485,002375,亚厦股份,90.69亿,3.58亿,4.88
486,601117,中国化学,586亿,15.57亿,5.56
487,002340,格林美,108亿,6.10亿,8.43
488,601989,中国重工,388亿,8.38亿,1.40
489,002642,荣之联,18.89亿,-2.02亿,-5.35
490,002356,赫美集团,24.10亿,1.44亿,8.31
491,300012,华测检测,21.18亿,1.34亿,5.48
492,002604,*ST龙力,19.66亿,-34.83亿,-266.41
493,002292,奥飞娱乐,36.42亿,9013万,1.88
494,300002,神州泰岳,20.26亿,1.20亿,2.35
495,002599,盛通股份,14.03亿,9254万,6.70
496,002269,美邦服饰,64.72亿,-3.05亿,-10.00
497,002239,奥特佳,51.84亿,3.67亿,7.28
498,002260,*ST德奥,7.61亿,-5.13亿,-591.18
499,002210,飞马国际,614亿,3.06亿,7.55
500,002259,升达林业,11.78亿,1372万,0.81
501,002212,南洋股份,51.33亿,4.25亿,5.56
502,002204,大连重工,64.34亿,2532万,0.38
503,002215,诺普信,28.22亿,3.09亿,17.38
504,002188,*ST巴士,5.91亿,-20.33亿,-185.92
505,002304,洋河股份,199亿,66.27亿,24.08
506,002397,梦洁股份,19.34亿,5126万,3.57
507,002175,东方网络,4.12亿,-2.72亿,-21.51
508,002150,通润装备,12.17亿,7077万,6.62
509,002123,梦网集团,25.50亿,2.40亿,4.67
510,002133,广宇集团,34.68亿,1.90亿,6.60
511,002104,恒宝股份,13.68亿,1.63亿,9.48
512,002107,沃华医药,7.27亿,5703万,11.02
513,002130,沃尔核材,25.80亿,1.68亿,6.26
514,002131,利欧股份,106亿,4.21亿,5.62
515,002081,金螳螂,210亿,19.18亿,17.88
516,002094,青岛金王,46.77亿,4.03亿,19.00
517,002093,国脉科技,15.16亿,1.63亿,5.54
518,002234,民和股份,10.68亿,-2.91亿,-32.82
519,002071,长城影视,12.45亿,1.70亿,18.70
520,002263,*ST东南,10.49亿,-5.68亿,-23.13
521,601001,大同煤业,91.63亿,5.99亿,11.33
522,601699,潞安环能,235亿,27.82亿,15.26
523,002054,德美化工,24.56亿,2996万,1.67
524,002261,拓维信息,11.19亿,6635万,1.73
525,002203,海亮股份,299亿,7.05亿,13.57
526,601199,江南水务,11.01亿,2.45亿,9.33
527,002167,东方锆业,8.52亿,-3931万,-3.73
528,000676,智度股份,63.75亿,5.27亿,10.92
529,000506,中润资源,7.69亿,-4.49亿,-36.13
530,600887,伊利股份,681亿,60.01亿,25.22
531,000672,上峰水泥,45.88亿,7.92亿,42.62
532,000616,海航投资,9671万,1254万,0.32
533,000611,天首发展,4078万,-2153万,-6.04
