,股票代码,公司名称,营业收入,净利润,净资产收益率(%)
65,300275,梅安森,1.39亿,-6643万,-10.69
66,603059,倍加洁,4.72亿,5099万,28.18
67,002928,华夏航空,17.92亿,2.42亿,68.56
68,300741,华宝股份,27.92亿,13.27亿,19.83
69,002929,润建通信,15.13亿,1.45亿,28.58
70,603680,今创集团,24.73亿,6.73亿,46.94
71,603156,养元饮品,91.17亿,26.20亿,57.77
72,601360,三六零,93.57亿,13.40亿,14.87
73,002927,泰永长征,3.04亿,5343万,23.03
74,603712,七一二,15.16亿,1.81亿,13.24
75,600901,江苏租赁,13.25亿,7.32亿,16.89
76,300644,南京聚隆,8.20亿,7512万,28.16
77,300739,明阳电路,6.33亿,5960万,20.83
78,603516,淳中科技,1.69亿,4818万,49.26
79,300740,御家汇,7.69亿,5315万,41.75
80,002926,华西证券,60.11亿,26.81亿,29.55
81,000922,*ST佳电,15.05亿,-2.49亿,-12.46
82,600783,鲁信创投,1.91亿,2.24亿,6.67
83,300737,科顺股份,12.00亿,1.65亿,37.41
84,300738,奥飞数据,1.60亿,2680万,105.01
85,603895,天永智能,2.95亿,6047万,40.13
86,300624,万兴科技,2.63亿,4991万,28.00
87,603356,华菱精工,5.95亿,5119万,22.71
88,603506,南都物业,4.71亿,2211万,20.53
89,603056,德邦股份,129亿,3.37亿,17.06
90,601828,美凯龙,91.79亿,32.25亿,10.48
91,601838,成都银行,89.59亿,28.16亿,14.69
92,300735,光弘科技,9.18亿,9517万,23.39
93,002923,润都股份,5.78亿,7117万,25.35
94,300664,鹏鹞环保,8.22亿,1.75亿,10.61
95,603080,新疆火炬,3.06亿,9861万,42.01
96,002922,伊戈尔,7.98亿,1.27亿,38.77
97,603329,上海雅仕,15.89亿,7568万,23.50
98,300051,三五互联,2.49亿,-7975万,-14.16
99,603655,朗博科技,1.42亿,3414万,17.47
100,002920,德赛西威,36.68亿,3.59亿,49.99
101,002390,信邦制药,41.80亿,1.74亿,7.07
102,002918,蒙娜丽莎,15.81亿,1.16亿,27.64
103,603871,嘉友国际,6.27亿,1.02亿,39.36
104,000691,亚太实业,1.05亿,1150万,15.12
105,600818,中路股份,6.56亿,5193万,11.60
106,000755,*ST三维,74.25亿,-5.05亿,-33.87
107,300731,科创新源,1.54亿,3536万,29.98
108,300727,润禾材料,2.69亿,3350万,19.45
109,603685,晨丰科技,4.62亿,5872万,31.74
110,002915,中欣氟材,3.78亿,3655万,19.77
111,300730,科创信息,2.49亿,3434万,24.76
112,603917,合力科技,3.85亿,7383万,24.40
113,603283,赛腾股份,4.89亿,1.27亿,60.09
114,603848,好太太,6.79亿,1.33亿,34.01
115,002913,奥士康,10.55亿,1.62亿,30.66
116,600025,华能水电,130亿,22.87亿,7.53
117,603711,香飘飘,19.52亿,2.04亿,22.77
118,300728,天常股份,6.08亿,8490万,24.47
119,300729,乐歌股份,3.77亿,5086万,22.82
120,603661,恒林股份,15.30亿,1.90亿,43.22
121,300736,百华悦邦,6.21亿,4008万,25.44
122,002911,佛燃股份,40.94亿,3.69亿,26.24
123,002925,盈趣科技,9.80亿,1.65亿,50.88
124,300684,中石科技,1.78亿,3369万,11.37
125,603890,春秋电子,12.75亿,8709万,49.41
126,603161,科华控股,6.17亿,8102万,21.58
127,300726,宏达电子,3.95亿,7496万,18.50
128,603365,水星家纺,18.51亿,1.35亿,20.36
129,300723,一品红,10.28亿,6042万,41.85
130,601019,山东出版,77.50亿,9.84亿,23.14
131,600110,诺德股份,17.58亿,1.61亿,8.56
132,300733,西菱动力,5.12亿,6297万,15.11
133,002864,盘龙药业,2.56亿,4264万,15.97
134,300721,怡达股份,10.95亿,5757万,18.70
135,300717,华信新材,2.40亿,4228万,19.27
136,300720,海川智能,1.13亿,3183万,17.01
137,603507,振江股份,4.22亿,5587万,25.47
138,603709,中源家居,4.26亿,5912万,83.73
139,603302,鑫广绿环,5.74亿,6625万,12.10
140,603477,振静股份,5.43亿,3972万,12.80
141,603916,苏博特,13.14亿,1.71亿,19.46
142,300711,广哈通信,2.57亿,4669万,24.13
143,300719,安达维尔,3.11亿,5371万,22.11
144,002916,深南电路,35.19亿,1.62亿,12.15
145,600983,惠而浦,66.80亿,3.40亿,7.44
146,603856,东宏股份,11.33亿,1.00亿,14.34
147,300718,长盛轴承,3.73亿,8879万,21.29
148,603659,璞泰来,9.23亿,9929万,29.82
149,300732,设研院,4.05亿,4995万,10.32
150,603937,丽岛新材,10.11亿,5652万,9.69
151,300713,英可瑞,2.56亿,6058万,53.38
152,300712,永福股份,3.87亿,5780万,20.79
153,002910,庄园牧场,6.26亿,7325万,13.00
154,603260,合盛硅业,36.14亿,2.49亿,13.03
155,300715,凯伦股份,2.18亿,2853万,31.12
156,603683,晶华新材,6.10亿,4628万,13.74
157,002504,弘高创意,32.89亿,2.70亿,33.83
158,002917,金奥博,3.99亿,7253万,43.75
159,002921,联诚精密,5.07亿,4326万,11.99
160,603607,京华激光,4.29亿,5638万,26.54
161,300709,精研科技,4.54亿,1.20亿,60.05
162,002909,集泰股份,5.06亿,4895万,22.64
163,603396,金辰股份,2.92亿,6464万,24.56
164,603829,洛凯股份,4.32亿,4327万,18.58
165,603722,阿科力,3.14亿,5669万,30.96
166,300116,坚瑞沃能,5.81亿,3537万,3.75
167,002907,华森制药,4.69亿,7384万,22.44
168,601108,财通证券,102亿,30.75亿,27.94
169,002908,德生科技,4.35亿,9116万,32.81
170,603466,风语筑,10.19亿,6575万,19.42
171,002905,金逸影视,23.25亿,2.46亿,45.16
172,300708,聚灿光电,3.51亿,2342万,6.08
173,002906,华阳集团,41.45亿,1.81亿,8.49
174,603378,亚士创能,8.93亿,1.17亿,28.21
175,300725,药石科技,1.36亿,1993万,17.85
176,600933,爱柯迪,14.66亿,3.47亿,31.08
177,002903,宇环数控,1.10亿,2255万,10.60
178,002919,名臣健康,5.88亿,4351万,21.52
179,603076,乐惠国际,7.24亿,6440万,37.93
180,603499,翔港科技,2.74亿,4269万,21.01
181,603110,东方材料,3.76亿,6361万,25.78
182,603367,辰欣药业,24.97亿,2.47亿,12.40
183,603103,横店影视,21.13亿,3.44亿,70.90
184,603136,天目湖,4.23亿,5403万,22.21
185,002902,铭普光磁,13.29亿,8093万,19.56
186,300705,九典制药,2.90亿,4464万,19.23
187,300722,新余国科,1.63亿,2731万,21.47
188,603278,大业股份,11.35亿,7255万,17.89
189,300716,国立科技,5.23亿,4651万,16.67
190,603605,珀莱雅,16.45亿,1.44亿,43.08
191,603809,豪能股份,6.01亿,1.07亿,17.71
192,603970,中农立华,32.34亿,8827万,32.52
193,601086,国芳集团,29.29亿,1.04亿,11.40
194,300703,创源文化,5.12亿,3632万,31.64
195,300654,世纪天鸿,3.85亿,3394万,17.05
196,603363,傲农生物,40.13亿,3378万,13.24
197,002901,大博医疗,3.92亿,1.89亿,54.42
198,603157,拉夏贝尔,74.39亿,6.15亿,19.56
199,600903,贵州燃气,20.56亿,4576万,6.57
200,300710,万隆光电,3.07亿,3902万,15.20
201,603912,佳力图,3.75亿,5103万,23.59
202,002899,英派斯,7.31亿,7618万,23.78
203,603922,金鸿顺,8.54亿,8141万,22.56
204,603963,大理药业,2.67亿,6229万,18.72
205,002900,哈三联,7.22亿,1.66亿,24.44
206,603055,台华新材,18.97亿,4140万,3.53
207,603106,恒银金融,9.12亿,1.41亿,28.14
208,300701,森霸传感,1.32亿,3611万,26.08
209,300702,天宇股份,8.40亿,5035万,10.60
210,603533,掌阅科技,6.40亿,2957万,19.21
211,300707,威唐工业,2.36亿,3636万,27.19
212,603321,梅轮电梯,8.62亿,1.12亿,34.93
213,603083,剑桥科技,26.44亿,1.23亿,27.88
214,603289,泰瑞机器,4.05亿,5349万,14.40
215,603648,畅联股份,12.02亿,1.19亿,20.00
216,603527,众源新材,22.02亿,6144万,22.21
217,603386,广东骏亚,5.84亿,6215万,35.82
218,300700,岱勒新材,1.32亿,3056万,16.90
219,002912,中新赛克,2.92亿,8824万,20.33
220,603277,银都股份,9.41亿,1.68亿,40.64
221,002897,意华股份,9.15亿,8474万,19.63
222,002898,赛隆药业,2.37亿,6332万,36.79
223,603882,金域医学,23.89亿,1.31亿,23.28
224,300697,电工合金,11.82亿,5335万,20.13
225,002896,中大力德,3.00亿,3052万,12.43
226,603725,天安新材,6.67亿,5283万,16.33
227,603183,建研院,3.92亿,4161万,18.12
228,603500,祥和实业,3.15亿,8928万,40.95
229,300699,光威复材,5.43亿,1.76亿,15.68
230,603127,昭衍新药,2.07亿,4917万,26.82
231,300698,万马科技,3.80亿,3377万,28.41
232,300696,爱乐达,1.05亿,5039万,26.93
233,603079,圣达生物,5.36亿,8670万,23.55
234,603813,原尚股份,2.93亿,3243万,14.60
235,002004,华邦健康,61.74亿,6.37亿,9.01
236,002895,川恒股份,11.03亿,1.17亿,9.18
237,300706,阿石创,1.24亿,2634万,24.85
238,002893,华通热力,8.56亿,4958万,18.93
239,300695,兆丰股份,3.35亿,1.13亿,28.06
240,000612,焦作万方,46.58亿,-6252万,-1.32
241,300692,中环环保,1.48亿,3282万,11.05
242,002892,科力尔,4.54亿,5969万,34.25
243,603557,起步股份,11.28亿,1.51亿,25.15
244,603181,皇马科技,13.80亿,6470万,12.03
245,603976,正川股份,4.80亿,6070万,13.48
246,002891,中宠股份,6.48亿,5569万,24.66
247,603129,春风动力,12.00亿,5928万,55.84
248,300693,盛弘股份,3.06亿,4301万,32.95
249,601949,中国出版,41.00亿,6.57亿,18.62
250,603359,东珠景观,8.79亿,1.51亿,17.54
251,600637,东方明珠,185亿,29.07亿,14.49
252,300689,澄天伟业,2.50亿,2753万,13.24
253,300688,创业黑马,1.67亿,533万,11.88
254,300690,双一科技,4.80亿,1.02亿,36.56
255,300691,联合光电,6.10亿,4452万,18.30
256,603602,纵横通信,4.18亿,4853万,17.94
257,603721,中广天择,2.89亿,3809万,13.92
258,603978,深圳新星,7.01亿,8225万,16.83
259,603619,中曼石油,16.32亿,1.89亿,23.87
260,300687,赛意信息,4.08亿,4310万,36.18
261,603458,勘设股份,15.31亿,1.07亿,16.56
262,002890,弘宇股份,3.47亿,6000万,24.45
263,300685,艾德生物,1.77亿,2109万,10.55
264,300683,海特生物,6.79亿,8335万,14.91
265,603535,嘉诚国际,7.18亿,7216万,12.31
266,603860,中公高科,1.53亿,4710万,19.66
267,603880,南卫股份,4.33亿,5124万,21.80
268,300686,智动力,5.51亿,4763万,18.47
269,002668,奥马电器,47.02亿,2.67亿,16.46
270,300676,华大基因,13.19亿,2.62亿,9.20
271,603825,华扬联众,51.81亿,7792万,15.41
272,300682,朗新科技,6.18亿,7171万,9.35
273,300681,英搏尔,4.26亿,9228万,90.96
274,603357,设计总院,8.51亿,1.40亿,24.10
275,300679,电连技术,9.09亿,2.26亿,37.34
276,300680,隆盛科技,1.71亿,2771万,16.22
277,603233,大参林,52.65亿,3.95亿,51.71
278,603616,韩建河山,6.07亿,2090万,3.23
279,603676,卫信康,4.40亿,1.13亿,32.93
280,603063,禾望电气,9.52亿,3.32亿,33.42
281,002889,东方嘉盛,44.05亿,8183万,12.13
282,300678,中科信息,2.69亿,4058万,14.19
283,601326,秦港股份,68.90亿,13.44亿,11.18
284,300677,英科医疗,9.98亿,6422万,23.18
285,002888,惠威科技,2.45亿,3341万,16.52
286,601619,嘉泽新能,3.76亿,5202万,3.93
287,000829,天音控股,430亿,-2.27亿,-10.89
288,002720,宏良股份,8.18亿,9608万,9.25
289,603707,健友股份,4.69亿,8755万,8.24
290,603612,索通发展,17.28亿,9965万,7.59
291,002887,绿茵生态,5.87亿,1.17亿,24.89
292,002884,凌霄泵业,7.65亿,1.14亿,21.18
293,300675,建科院,2.81亿,2333万,9.20
294,603387,基蛋生物,2.76亿,1.05亿,49.90
295,000511,烯碳退,11.16亿,-4141万,-3.14
296,300224,正海磁材,13.66亿,1.58亿,8.58
297,603595,东尼电子,2.92亿,5659万,40.52
298,300672,国科微,3.67亿,4150万,12.60
299,603757,大元泵业,6.37亿,6475万,30.88
300,603305,旭升股份,3.51亿,8050万,31.98
301,603730,岱美股份,23.25亿,3.17亿,29.34
302,300368,汇金股份,5.09亿,5336万,9.30
303,000632,三木集团,46.23亿,1216万,0.99
304,603331,百达精工,4.76亿,3567万,12.67
305,001965,招商公路,45.85亿,32.81亿,13.01
306,603933,睿能科技,12.66亿,4844万,17.74
307,000982,*ST中绒,31.77亿,-8.74亿,-26.55
308,300671,富满电子,2.73亿,2771万,12.85
309,300670,大烨智能,2.75亿,5015万,32.99
310,002885,京泉华,7.57亿,4648万,17.08
311,603801,志邦股份,11.88亿,1.32亿,28.25
312,603617,君禾股份,4.35亿,3379万,19.96
313,002886,沃特股份,5.85亿,6323万,26.06
314,300669,沪宁股份,2.50亿,2398万,19.11
315,002505,大康农业,39.16亿,-2930万,-0.51
316,603679,华体科技,3.71亿,4256万,20.73
317,603938,三孚股份,8.00亿,8365万,17.84
318,603043,广州酒家,17.37亿,2.35亿,30.46
319,002883,中设股份,1.50亿,2413万,23.64
320,603929,亚翔集成,11.07亿,7948万,15.61
321,300667,必创科技,9409万,2425万,20.69
322,002882,金龙羽,16.78亿,9556万,14.74
323,300668,杰恩设计,1.48亿,3309万,47.27
324,300666,江丰电子,2.91亿,2384万,10.71
325,603226,菲林格尔,7.10亿,6723万,27.05
326,603335,迪生力,7.37亿,3782万,10.89
327,603380,易德龙,6.02亿,6527万,45.67
328,002880,卫光生物,5.01亿,1.25亿,35.92
329,002881,美格智能,3.89亿,3185万,19.75
330,300665,飞鹿股份,2.10亿,3227万,17.79
331,603980,吉华集团,29.16亿,6.68亿,40.97
332,603496,恒为科技,2.10亿,5133万,26.27
333,603879,永悦科技,5.49亿,4170万,19.25
334,603536,惠发股份,8.37亿,4258万,11.87
335,002879,长缆科技,5.26亿,1.09亿,19.46
336,000939,凯迪生态,34.96亿,3.82亿,5.55
337,000048,康达尔,23.02亿,2.04亿,33.05
338,300661,圣邦股份,3.94亿,7036万,35.37
339,000633,合金投资,4482万,-4222万,-23.88
340,002878,元隆雅图,5.54亿,4166万,22.42
341,300662,科锐国际,7.32亿,6583万,30.01
342,300663,科蓝软件,5.08亿,3528万,9.45
343,603200,上海洗霸,2.44亿,4233万,14.54
344,601878,浙商证券,61.89亿,18.34亿,24.46
345,603286,日盈电子,2.37亿,2974万,13.11
346,002877,智能自控,2.55亿,4269万,16.12
347,002876,三利谱,6.67亿,8071万,23.75
348,000502,绿景控股,1976万,-2368万,-12.33
349,603580,艾艾精工,1.47亿,2982万,17.66
350,300660,江苏雷利,14.56亿,1.32亿,27.99
351,603042,华脉科技,8.76亿,4749万,13.49
352,002875,安奈儿,8.40亿,7091万,27.54
353,603326,我乐家居,5.79亿,5645万,26.80
354,300658,延江股份,4.65亿,6397万,41.27
355,603383,顶点软件,1.95亿,8388万,27.97
356,603316,诚邦股份,3.98亿,3147万,9.03
357,300659,中孚信息,2.08亿,4903万,40.92
358,603196,日播时尚,8.98亿,7512万,17.47
359,300656,民德电子,1.26亿,4553万,59.56
360,002873,新天药业,5.22亿,4201万,20.21
361,000605,渤海股份,7.61亿,4536万,4.62
362,600078,澄星股份,23.88亿,1793万,1.01
363,603855,华荣股份,13.17亿,1.30亿,18.09
364,300655,晶瑞股份,3.19亿,2841万,11.48
365,002872,天圣制药,18.43亿,1.92亿,12.93
366,300657,弘信电子,9.37亿,3489万,8.26
367,603767,中马传动,9.08亿,-,16.00
368,603197,保隆科技,13.88亿,6801万,14.71
369,002439,启明星辰,15.34亿,2.44亿,15.34
370,300277,海联讯,4.08亿,591万,1.29
371,601888,中国国旅,213亿,15.06亿,14.15
372,002548,金新农,25.05亿,1.04亿,12.31
373,300135,宝利国际,17.52亿,2683万,2.04
374,002416,爱施德,496亿,1.41亿,3.21
375,002180,纳思达,20.49亿,2.81亿,23.75
376,002192,融捷股份,2.32亿,583万,1.08
377,002122,*ST天马,20.99亿,4716万,1.00
378,002070,*ST众和,6.89亿,-1.47亿,-18.95
379,002055,得润电子,30.38亿,8518万,5.33
380,002143,印纪传媒,18.82亿,5.74亿,43.25
381,000518,四环生物,2.38亿,-7445万,-11.56
382,000506,中润资源,13.88亿,2173万,1.41
383,600881,亚泰集团,110亿,-1.90亿,-1.90
384,600877,ST嘉陵,10.63亿,-1.60亿,-149.81
385,000659,珠海中富,18.75亿,-6636万,-6.11
386,000657,中钨高新,58.57亿,-5.16亿,-16.03
387,000611,天首发展,3391万,-3.56亿,-96.93
388,000599,青岛双星,29.94亿,6126万,2.43
389,000593,大通燃气,4.21亿,1409万,2.14
390,600854,春兰股份,2.59亿,1119万,0.58
391,600847,万里股份,2.49亿,-1981万,-2.79
392,600844,丹化科技,10.45亿,-3067万,-3.68
393,000697,炼石有色,1.55亿,5978万,4.14
394,000686,东北证券,67.46亿,26.30亿,26.21
395,000681,视觉中国,5.43亿,1.58亿,19.26
396,000564,供销大集,104亿,-3.30亿,7.52
397,600890,中房股份,1592万,1213万,3.77
398,600747,ST大控,19.02亿,-8207万,-0.04
399,600746,江苏索普,5.79亿,-2031万,-4.75
400,600745,闻泰科技,7.16亿,-1.46亿,-5.78
401,600735,新华锦,13.12亿,3915万,5.85
402,600730,中国高科,4.57亿,6960万,5.04
403,600150,*ST船舶,278亿,6185万,0.34
404,600690,青岛海尔,898亿,43.04亿,16.22
405,600129,太极集团,71.71亿,2.32亿,23.14
406,600098,广州发展,211亿,13.03亿,9.09
407,600781,辅仁药业,4.62亿,2777万,16.45
408,600776,东方通信,35.66亿,1.70亿,5.83
409,600339,中油工程,652亿,12.16亿,4.28
410,600322,天房发展,38.02亿,449万,0.10
411,000426,兴业矿业,8.30亿,-2880万,-1.03
412,600686,金龙汽车,268亿,5.35亿,16.26
413,600004,白云机场,56.33亿,12.53亿,13.97
414,600576,祥源文化,3.62亿,2761万,2.75
415,600985,雷鸣科化,9.04亿,1.16亿,10.92
416,600988,赤峰黄金,15.91亿,2.31亿,15.63
417,600960,渤海汽车,14.71亿,3827万,1.80
418,600543,莫高股份,2.49亿,1923万,1.79
419,600661,新南洋,11.65亿,6010万,7.30
420,600653,申华控股,71.52亿,5298万,2.88
421,600647,同达创业,9990万,6814万,26.41
422,600642,申能股份,286亿,21.31亿,9.10
423,600297,广汇汽车,937亿,19.88亿,11.41
424,600281,太化股份,23.06亿,-1.77亿,-29.21
425,600250,南纺股份,13.57亿,-4359万,-12.21
426,600247,*ST成城,10.06亿,2941万,40.31
427,600238,*ST椰岛,4.39亿,1312万,1.47
428,600236,桂冠电力,103亿,25.69亿,29.99
429,600072,中船科技,52.29亿,9871万,4.98
430,600053,九鼎投资,11.24亿,2.87亿,28.57
431,000410,沈阳机床,63.84亿,-6.38亿,-26.74
432,000158,常山北明,89.02亿,2.49亿,5.84
433,000155,川化股份,3.20亿,-5.65亿,-50.81
434,000066,中国长城,729亿,-3567万,3.43
435,000065,北方国际,81.05亿,3.00亿,14.67
436,000042,中洲控股,50.48亿,4.01亿,11.61
437,600900,长江电力,474亿,182亿,15.56
438,600432,退市吉恩,31.96亿,-28.70亿,-42.42
439,600485,信威集团,35.74亿,19.01亿,16.86
440,600423,*ST柳化,26.29亿,-4.86亿,-46.25
441,600613,神奇制药,15.93亿,2.17亿,10.45
442,600587,新华医疗,75.54亿,2.81亿,8.97
443,000592,平潭发展,9.63亿,3771万,2.86
444,000835,长城动漫,3.57亿,1839万,2.78
445,000818,航锦科技,25.82亿,1.21亿,5.95
446,600568,中珠医疗,9.22亿,7341万,1.09
447,000957,中通客车,71.14亿,3.99亿,28.05
448,000932,华菱钢铁,415亿,-29.59亿,-33.84
449,600379,宝光股份,6.08亿,2746万,6.52
450,600210,紫江企业,83.90亿,1.07亿,2.78
451,600208,新湖中宝,116亿,11.61亿,5.89
452,600193,*ST创兴,1855万,6436万,9.78
453,600191,华资实业,3277万,1.48亿,7.01
454,600186,莲花健康,17.76亿,-5.08亿,-1.47
455,600295,鄂尔多斯,152亿,2.58亿,3.58
456,600177,雅戈尔,145亿,43.71亿,23.96
457,601166,兴业银行,1543亿,502亿,18.89
458,000801,四川九洲,33.35亿,2.17亿,10.64
459,000788,北大医药,20.11亿,2503万,2.23
460,600811,东方集团,62.14亿,5.49亿,5.32
461,603919,金徽酒,11.82亿,1.66亿,24.09
462,603778,乾景园林,6.08亿,9333万,18.99
463,300392,腾信股份,14.52亿,1.47亿,17.73
464,603567,珍宝岛,20.73亿,5.85亿,18.01
465,002769,普路通,37.11亿,1.71亿,24.32
466,300343,联创互联,9.65亿,3081万,2.88
467,603077,和邦生物,28.63亿,2.40亿,4.27
468,600401,*ST海润,60.89亿,9608万,1.96
469,300093,金刚玻璃,3.50亿,462万,0.53
470,000909,数源科技,23.46亿,2818万,3.92
471,000736,中交地产,11.12亿,2842万,5.48
472,600645,中源协和,7.09亿,2.08亿,14.88
473,600500,中化国际,437亿,4.73亿,4.65
474,600388,龙净环保,73.91亿,5.60亿,16.75
475,600302,标准股份,6.42亿,4734万,4.18
476,002072,凯瑞德,6035万,-1.06亿,-78.76
477,600015,华夏银行,588亿,189亿,17.18
478,002514,宝馨科技,5.23亿,4676万,4.66
479,601799,星宇股份,24.68亿,2.93亿,14.39
480,002303,美盈森,20.16亿,2.20亿,9.50
481,002379,宏创控股,15.28亿,-1.18亿,-9.46
482,002324,普利特,27.87亿,2.60亿,15.31
483,002435,长江润发,10.65亿,4308万,4.96
484,002545,东方铁塔,11.87亿,6047万,2.15
485,002399,海普瑞,22.92亿,5.80亿,6.80
486,002381,双箭股份,9.54亿,1.07亿,9.11
487,002375,亚厦股份,89.69亿,5.72亿,8.55
488,002567,唐人神,94.15亿,8180万,3.80
489,002529,海源机械,2.30亿,281万,0.28
490,002356,赫美集团,12.62亿,1.06亿,7.02
491,300012,华测检测,12.88亿,1.81亿,13.40
492,002639,雪人股份,6.41亿,1658万,1.22
493,002280,联络互动,6.76亿,3.16亿,32.48
494,002418,康盛股份,21.80亿,9037万,4.80
495,002636,金安国纪,25.45亿,5412万,3.97
496,002286,保龄宝,11.96亿,4095万,2.80
497,002446,盛路通信,9.10亿,1.21亿,8.99
498,002276,万马股份,68.47亿,2.72亿,9.63
499,002467,二六三,7.16亿,5892万,4.15
500,002247,帝龙文化,8.95亿,8580万,8.40
501,002647,民盛金科,44.55亿,866万,0.87
502,002221,东华能源,172亿,4.11亿,13.44
503,002260,*ST德奥,6.54亿,-2165万,-6.40
504,002219,恒康医疗,11.82亿,3.24亿,11.94
505,002364,中恒电气,8.42亿,1.43亿,13.54
506,002304,洋河股份,161亿,53.65亿,25.37
507,002183,怡亚通,399亿,4.92亿,11.44
508,002177,御银股份,10.97亿,6945万,4.25
509,002165,红宝丽,18.27亿,1.03亿,9.91
510,601028,玉龙股份,22.27亿,1.30亿,5.02
511,002161,远望谷,5.07亿,1896万,1.32
512,002151,北斗星通,11.08亿,5069万,2.65
513,002170,芭田股份,21.70亿,1.59亿,9.12
514,002112,三变科技,9.28亿,966万,2.01
515,601908,京运通,15.83亿,2.25亿,4.59
516,002094,青岛金王,14.77亿,9057万,13.34
517,002068,黑猫股份,48.00亿,1562万,0.82
518,002071,长城影视,9.93亿,2.32亿,22.28
519,002118,紫鑫药业,6.33亿,3959万,1.98
520,601008,连云港,12.43亿,5336万,1.67
521,601001,大同煤业,71.29亿,-18.01亿,-28.21
522,002261,拓维信息,7.69亿,2.09亿,12.90
523,002203,海亮股份,136亿,4.57亿,12.52
524,002570,*ST因美,45.34亿,1.04亿,2.87
525,002600,领益智造,48.69亿,4605万,2.71
526,002103,广博股份,14.57亿,8237万,6.60
527,000679,大连友谊,27.94亿,-1.87亿,-13.68
528,000516,国际医学,39.00亿,2.41亿,8.94
529,000505,京粮控股,2.67亿,-1.08亿,-
530,600870,*ST厦华,2.17亿,1399万,114.34
531,600869,智慧能源,117亿,4.22亿,12.80
532,000663,永安林业,8.92亿,4489万,6.88
533,000638,万方发展,2.39亿,-3539万,-16.12
534,000596,古井贡酒,52.53亿,7.16亿,15.91
535,600839,四川长虹,648亿,-19.74亿,-15.10
536,600838,上海九百,9064万,9230万,10.35
537,000709,河钢股份,731亿,5.73亿,1.32
538,000680,山推股份,37.71亿,-8.76亿,-24.08
539,000537,广宇发展,14.44亿,1.42亿,12.63
540,000882,华联股份,11.92亿,2.21亿,3.66
541,000876,新希望,615亿,22.11亿,11.98
542,600891,秋林集团,51.61亿,2.34亿,10.50
