,股票代码,公司名称,营业收入,净利润,净资产收益率(%)
543,600728,佳都科技,26.67亿,1.70亿,13.10
544,002027,分众传媒,86.27亿,33.89亿,73.20
545,002016,世荣兆业,13.49亿,6388万,3.82
546,600982,宁波热电,10.02亿,9202万,3.86
547,600981,汇鸿集团,391亿,7.63亿,11.44
548,002005,德豪润达,45.06亿,1986万,0.36
549,600157,永泰能源,108亿,6.03亿,3.27
550,600145,*ST新亿,390万,6178万,-
551,600712,南宁百货,23.67亿,2768万,1.51
552,600708,光明地产,124亿,5.10亿,8.80
553,600695,绿庭投资,2.45亿,4826万,9.10
554,600128,弘业股份,36.87亿,6622万,5.21
555,600119,长江投资,23.52亿,8502万,10.57
556,600108,亚盛集团,21.91亿,1.23亿,2.60
557,600107,美尔雅,4.71亿,344万,0.65
558,600093,易见股份,52.71亿,3.35亿,11.05
559,600088,中视传媒,5.14亿,2638万,2.31
560,600797,浙大网新,54.35亿,2.21亿,10.13
561,600792,云煤能源,39.83亿,-8.53亿,-24.88
562,600779,水井坊,8.55亿,8797万,7.11
563,600331,宏达股份,43.69亿,3947万,0.86
564,600313,农发种业,37.73亿,8452万,6.84
565,600759,洲际油气,12.61亿,6481万,1.22
566,600392,盛和资源,10.98亿,1933万,1.53
567,000995,*ST皇台,1.05亿,134万,1.34
568,600975,新五丰,13.26亿,3696万,4.21
569,600997,开滦股份,104亿,-4.17亿,-6.15
570,000100,TCL集团,1049亿,25.67亿,10.40
571,600648,外高桥,79.71亿,5.39亿,5.99
572,600638,新黄浦,12.18亿,2.27亿,6.37
573,600629,华建集团,42.68亿,1.47亿,22.44
574,600293,三峡新材,10.07亿,-6627万,-9.33
575,600285,羚锐制药,10.85亿,1.32亿,8.07
576,600275,ST昌鱼,1127万,-3585万,-17.73
577,600237,铜峰电子,6.00亿,1401万,0.98
578,600233,圆通速递,121亿,7.17亿,25.10
579,600354,敦煌种业,13.04亿,2235万,3.33
580,600540,新赛股份,11.92亿,-1.10亿,-9.60
581,600082,海泰发展,6.84亿,1038万,0.59
582,600073,上海梅林,122亿,1.63亿,5.08
583,600019,宝钢股份,1641亿,9.44亿,-4.52
584,000409,*ST地矿,22.20亿,9737万,9.01
585,002038,双鹭药业,11.57亿,5.75亿,17.04
586,600979,广安爱众,17.01亿,1.55亿,10.51
587,600517,置信电气,62.21亿,4.30亿,14.13
588,600429,三元股份,55.23亿,1.13亿,1.99
589,600617,国新能源,68.06亿,5.44亿,21.62
590,600612,老凤祥,357亿,11.17亿,26.09
591,600592,龙溪股份,6.00亿,5236万,2.38
592,600586,金晶科技,33.25亿,2793万,0.75
593,600579,天华院,6.90亿,3628万,5.18
594,000587,金洲慈航,99.23亿,2.98亿,12.16
595,600031,三一重工,235亿,496万,0.02
596,000848,承德露露,27.06亿,4.63亿,31.16
597,600503,华丽家族,4.30亿,2126万,0.05
598,600556,ST慧球,9291万,513万,112.84
599,000938,紫光股份,133亿,1.52亿,6.92
600,000915,山大华特,12.33亿,1.52亿,14.75
601,600361,华联综超,134亿,5313万,1.73
602,000903,云内动力,28.32亿,1.76亿,4.88
603,600213,亚星客车,20.15亿,2020万,36.41
604,600200,江苏吴中,29.28亿,4911万,4.31
605,600199,金种子酒,17.28亿,5208万,2.32
606,000036,华联控股,4.09亿,6931万,3.48
607,000030,富奥股份,43.32亿,5.03亿,11.19
608,000018,神州长城,40.10亿,3.47亿,34.52
609,000012,南玻A,74.31亿,5.33亿,6.72
610,600555,海航创新,1.30亿,2799万,1.63
611,600894,广日股份,48.26亿,21.45亿,39.86
612,600892,大晟文化,1943万,-98.03万,-14.10
613,000760,斯太尔,3.47亿,-1.93亿,-12.52
614,600827,百联股份,492亿,12.69亿,8.07
615,600815,厦工股份,30.68亿,-10.00亿,-27.97
616,600810,神马股份,80.92亿,6314万,2.68
617,600809,山西汾酒,41.29亿,5.21亿,12.52
618,603166,福达股份,9.33亿,5028万,4.98
619,603058,永吉股份,3.29亿,9125万,17.87
620,600996,贵广网络,21.03亿,4.15亿,28.11
621,300653,正海生物,1.28亿,4249万,33.80
622,002839,张家港行,24.06亿,6.73亿,9.92
623,603323,吴江银行,23.68亿,6.04亿,9.74
624,603016,新宏泰,3.95亿,6588万,15.49
625,603808,歌力思,8.35亿,1.60亿,13.07
626,002810,山东赫达,4.96亿,4929万,13.31
627,600977,中国电影,72.97亿,8.68亿,20.10
628,603319,湘油泵,4.65亿,3892万,11.29
629,603022,新通联,5.03亿,3227万,7.39
630,603690,至纯科技,2.08亿,1770万,7.40
631,603589,口子窖,25.84亿,6.05亿,20.55
632,002753,永东股份,8.65亿,5253万,7.43
633,002762,金发拉比,3.64亿,6876万,11.23
634,002737,葵花药业,30.35亿,3.07亿,13.12
635,603918,金桥信息,6.40亿,3677万,9.77
636,603779,威龙股份,7.38亿,4181万,8.22
637,002761,多喜爱,5.96亿,3725万,7.15
638,002802,洪汇新材,2.93亿,4537万,17.54
639,002701,奥瑞金,66.62亿,10.17亿,25.51
640,002743,富煌钢构,14.95亿,3082万,4.36
641,603308,应流股份,13.45亿,7501万,4.06
642,002716,金贵银业,57.89亿,1.18亿,6.17
643,002746,仙坛股份,17.56亿,2256万,2.36
644,603555,贵人鸟,19.69亿,3.32亿,14.36
645,601368,绿城水务,11.30亿,2.37亿,11.59
646,002712,思美传媒,24.94亿,8833万,10.08
647,601225,陕西煤业,325亿,-29.89亿,-9.10
648,603003,龙宇燃油,109亿,-1.60亿,-22.66
649,601929,吉视传媒,21.76亿,4.11亿,7.86
650,002539,云图控股,58.38亿,2.01亿,7.83
651,002556,辉隆股份,98.18亿,1.70亿,8.15
652,002142,宁波银行,195亿,65.44亿,17.68
653,601369,陕鼓动力,42.21亿,3.59亿,5.95
654,002095,生意宝,1.76亿,1810万,3.65
655,000998,隆平高科,20.26亿,4.91亿,23.01
656,000693,*ST华泽,85.08亿,-1.55亿,-11.64
657,600578,京能电力,133亿,33.64亿,17.13
658,600257,大湖股份,8.09亿,263万,0.35
659,600215,长春经开,3.73亿,468万,0.19
660,002134,天津普林,3.84亿,-4826万,-8.84
661,002611,东方精工,12.95亿,6484万,7.20
662,002021,中捷资源,7.37亿,-4.28亿,-35.20
663,002621,三垒股份,1.36亿,5522万,4.98
664,300332,天壕环境,9.53亿,1.40亿,8.32
665,002581,未名医药,8.58亿,2.50亿,20.71
666,002554,惠博普,13.59亿,1.61亿,8.33
667,002551,尚荣医疗,16.66亿,1.19亿,8.73
668,601616,广电电气,7.77亿,795万,0.31
669,002558,巨人网络,19.76亿,2.44亿,4.54
670,002516,旷达科技,18.60亿,2.51亿,12.55
671,002532,新界泵业,11.46亿,1.18亿,10.28
672,300162,雷曼股份,3.81亿,1997万,2.64
673,300106,西部牧业,6.00亿,2311万,3.59
674,601208,东材科技,14.07亿,6111万,2.76
675,002622,融钰集团,1.47亿,9037万,7.70
676,002447,晨鑫科技,5.79亿,2.49亿,11.14
677,002343,慈文传媒,8.56亿,1.99亿,21.55
678,002329,皇氏集团,16.85亿,1.85亿,9.77
679,002666,德联集团,19.80亿,1.79亿,7.38
680,002325,洪涛股份,30.06亿,3.58亿,11.75
681,601519,大智慧,6.54亿,-4.47亿,-16.10
682,002637,赞宇科技,28.22亿,1567万,1.34
683,300064,豫金刚石,7.63亿,1.00亿,5.88
684,002312,三泰控股,14.26亿,-3793万,-2.06
685,002305,南国置业,30.51亿,3069万,1.03
686,002656,摩登大道,7.24亿,1022万,0.84
687,002498,汉缆股份,41.68亿,3.49亿,7.82
688,002588,史丹利,70.47亿,6.20亿,18.57
689,300090,盛运环保,16.40亿,7.40亿,28.93
690,002610,爱康科技,42.59亿,1.22亿,4.78
691,002462,嘉事堂,82.00亿,1.73亿,12.73
692,002528,英飞拓,18.13亿,6837万,3.00
693,002546,新联电子,7.77亿,1.56亿,11.57
694,002444,巨星科技,31.76亿,4.80亿,12.00
695,002373,千方科技,15.42亿,2.93亿,23.99
696,002313,日海智能,28.69亿,-2895万,-1.51
697,300187,永清环保,7.73亿,1.13亿,10.39
698,002440,闰土股份,45.22亿,7.34亿,12.60
699,002489,浙江永强,35.41亿,5.17亿,15.63
700,601700,风范股份,27.81亿,2.03亿,7.23
701,002311,海大集团,256亿,7.80亿,16.72
702,002268,卫士通,16.03亿,1.49亿,11.43
703,002628,成都路桥,14.45亿,1874万,0.71
704,002599,盛通股份,7.01亿,1952万,3.25
705,002227,奥特迅,3.44亿,956万,1.26
706,002560,通达股份,12.90亿,5796万,4.09
707,002297,博云新材,3.19亿,-1.36亿,-12.77
708,002204,大连重工,71.47亿,2188万,0.34
709,002188,*ST巴士,1.83亿,1087万,2.43
710,002346,柘中股份,4.38亿,1.16亿,7.93
711,002197,证通电子,11.27亿,8159万,7.02
712,002166,莱茵生物,5.14亿,7530万,12.56
713,002123,梦网集团,18.04亿,9856万,3.48
714,002207,*ST准油,2.81亿,-1.84亿,-36.01
715,601003,柳钢股份,259亿,-11.89亿,-23.44
716,002127,南极电商,3.89亿,1.72亿,43.88
717,002154,报喜鸟,22.42亿,1.00亿,3.63
718,002081,金螳螂,187亿,16.02亿,20.29
719,002097,山河智能,14.56亿,-2924万,-1.22
720,002098,浔兴股份,10.41亿,7197万,10.10
721,601006,大秦铁路,525亿,126亿,14.35
722,002065,东华软件,56.29亿,11.42亿,15.28
723,002200,云投生态,8.43亿,1025万,1.26
724,002073,软控股份,25.16亿,2.10亿,5.47
725,002263,*ST东南,8.98亿,1530万,0.54
726,002425,凯撒文化,6.33亿,8091万,4.42
727,601669,中国电建,2109亿,52.36亿,10.80
728,601199,江南水务,8.56亿,2.70亿,12.90
729,002275,桂林三金,13.91亿,3.77亿,16.05
730,002167,东方锆业,5.65亿,-2.77亿,-23.26
731,000651,格力电器,1006亿,125亿,27.24
732,000620,新华联,46.56亿,3.08亿,5.90
733,000601,韶能股份,30.07亿,2.81亿,7.25
734,000692,惠天热电,15.69亿,7457万,5.64
735,600961,株冶集团,138亿,-6.05亿,-139.57
736,600726,华电能源,92.01亿,2340万,0.74
737,600149,ST坊展,1174万,-6415万,-26.56
738,600800,天津磁卡,1.32亿,-2004万,-18.44
739,600351,亚宝药业,20.66亿,2.22亿,12.00
740,600333,长春燃气,15.14亿,-3.27亿,-18.83
741,000428,华天酒店,11.95亿,1283万,0.76
742,600421,ST仰帆,2785万,18.69万,3.37
743,600594,益佰制药,33.03亿,1.89亿,5.45
744,600667,太极实业,71.47亿,1.15亿,4.54
745,600280,中央商场,66.46亿,1.13亿,6.78
746,600241,时代万恒,14.64亿,1665万,3.49
747,000420,吉林化纤,10.36亿,1438万,1.44
748,000153,丰原药业,15.69亿,3518万,3.07
749,002047,宝鹰股份,68.54亿,3.35亿,14.90
750,600489,中金黄金,371亿,8638万,0.86
751,600619,海立股份,58.96亿,6844万,2.39
752,600580,卧龙电气,94.74亿,3.60亿,9.30
753,000825,太钢不锈,679亿,-37.11亿,-15.96
754,000820,神雾节能,6.55亿,1.71亿,63.74
755,600509,天富能源,34.84亿,3.12亿,6.95
756,600501,航天晨光,31.81亿,1883万,1.09
757,600549,厦门钨业,77.55亿,-6.62亿,-9.44
758,000925,众合科技,18.35亿,3416万,2.97
759,000913,钱江摩托,21.39亿,-1.30亿,-6.39
760,000911,南宁糖业,31.38亿,5985万,4.41
761,600359,新农开发,6.31亿,1343万,1.49
762,000017,深中华A,1.71亿,-13.84万,-1.17
763,000009,中国宝安,48.95亿,7.50亿,18.83
764,000005,世纪星源,8413万,-5524万,-8.07
765,600897,厦门空港,14.24亿,3.70亿,12.73
766,600180,瑞茂通,94.05亿,4.11亿,13.12
767,600161,天坛生物,16.18亿,998万,-0.00
768,603776,永安行,6.20亿,9336万,24.21
769,002871,伟隆股份,2.69亿,3986万,15.18
770,603180,金牌厨柜,7.84亿,4734万,26.33
771,603113,金能科技,36.19亿,9094万,4.91
772,300581,晨曦航空,2.00亿,5037万,26.40
773,300587,天铁股份,2.89亿,6667万,18.20
774,300633,开立医疗,6.86亿,1.06亿,21.24
775,603035,常熟汽饰,10.21亿,2.23亿,18.50
776,601858,中国科传,16.03亿,2.52亿,14.03
777,603628,清源股份,5.97亿,6633万,14.57
778,603026,石大胜华,34.54亿,4412万,3.71
779,603603,博天环境,19.91亿,1.24亿,18.02
780,603958,哈森股份,19.39亿,1.19亿,20.07
781,601611,中国核建,410亿,7.98亿,15.79
782,002813,路畅科技,7.79亿,4632万,10.70
783,603159,上海亚虹,4.48亿,3823万,20.02
784,603189,网达软件,2.07亿,7326万,23.02
785,601985,中国核电,262亿,37.81亿,12.70
786,603798,康普顿,7.11亿,8347万,28.17
787,603726,朗迪集团,7.24亿,6139万,14.85
788,603606,东方电缆,18.22亿,5038万,6.39
789,603015,弘讯科技,3.87亿,6707万,6.99
790,002730,电光科技,5.28亿,5417万,6.73
791,002781,奇信股份,33.40亿,1.30亿,14.02
792,300536,农尚环境,3.54亿,4750万,19.50
793,002705,新宝股份,63.08亿,2.84亿,12.51
794,002799,环球印务,4.00亿,3484万,11.60
795,300387,富邦股份,3.92亿,6642万,11.17
796,002721,金一文化,76.37亿,1.53亿,8.50
797,300347,泰格医药,9.57亿,1.56亿,17.23
798,300300,汉鼎宇佑,7.13亿,7869万,10.44
799,002665,首航节能,11.34亿,1.69亿,7.22
800,002651,利君股份,5.74亿,1.45亿,7.81
801,002653,海思科,12.12亿,3.72亿,17.25
802,002661,克明面业,18.24亿,1.06亿,13.57
803,300287,飞利信,13.56亿,1.81亿,12.53
804,300273,和佳股份,7.91亿,1.06亿,6.37
805,601928,凤凰传媒,100亿,11.24亿,10.69
806,002335,科华恒盛,16.70亿,1.46亿,12.16
807,002052,同洲电子,10.28亿,6714万,7.75
808,600984,建设机械,7.01亿,609万,0.48
809,002585,双星新材,23.81亿,1.21亿,2.33
810,002542,中化岩土,19.31亿,2.27亿,12.82
811,002615,哈尔斯,7.58亿,3720万,5.87
812,002481,双塔食品,12.43亿,1.91亿,7.15
813,300199,翰宇药业,7.68亿,3.05亿,12.73
814,002618,丹邦科技,4.19亿,6687万,4.13
815,002442,龙星化工,17.37亿,-8243万,-7.52
816,002573,清新环境,22.68亿,5.07亿,19.52
817,002403,爱仕达,22.42亿,1.13亿,6.80
818,002380,科远股份,4.23亿,6127万,6.38
819,002351,漫步者,6.61亿,1.01亿,5.98
820,002345,潮宏基,26.91亿,2.55亿,10.27
821,002333,罗普斯金,10.80亿,2.06亿,14.74
822,002339,积成电子,12.86亿,1.44亿,10.23
823,300005,探路者,38.08亿,2.63亿,19.90
824,300013,新宁物流,5.90亿,-1.10亿,-21.12
825,300228,富瑞特装,13.03亿,1638万,1.05
826,300203,聚光科技,18.33亿,2.47亿,11.18
827,002488,金固股份,15.24亿,4695万,2.98
828,300053,欧比特,3.89亿,5783万,5.71
829,300136,信维通信,13.00亿,2.21亿,22.65
830,300022,吉峰农机,32.85亿,1269万,12.23
831,002496,辉丰股份,33.33亿,1.73亿,6.17
832,300171,东富龙,15.56亿,3.87亿,14.11
833,002412,汉森制药,7.81亿,9808万,8.39
834,300084,海默科技,4.07亿,1041万,0.95
835,601989,中国重工,598亿,-26.21亿,-4.49
836,002316,亚联发展,8.48亿,2314万,2.70
837,002590,万安科技,17.81亿,9121万,10.62
838,300032,金龙机电,30.34亿,3.27亿,16.40
839,002290,中科新材,10.82亿,2827万,3.38
840,300292,吴通控股,15.01亿,1.67亿,10.09
841,002405,四维图新,15.06亿,1.30亿,5.19
842,002293,罗莱生活,29.16亿,4.10亿,16.63
843,300262,巴安水务,6.79亿,7710万,12.12
844,002322,理工环科,4.49亿,1.08亿,6.18
845,002266,浙富控股,7.07亿,7095万,2.46
846,300028,*金亚,2.48亿,2002万,5.97
847,002270,华明装备,6.03亿,2.03亿,32.94
848,002201,九鼎新材,6.88亿,1602万,2.59
849,002212,南洋股份,22.81亿,5638万,3.18
850,002288,超华科技,10.48亿,2598万,1.71
851,002194,*ST凡谷,17.71亿,7503万,3.70
852,002254,泰和新材,15.98亿,9519万,4.99
853,002160,常铝股份,25.38亿,1.18亿,6.29
854,002248,华东数控,2.30亿,-2.12亿,-21.69
855,002121,科陆电子,22.61亿,1.96亿,9.82
856,002093,国脉科技,4.98亿,4199万,3.12
857,002057,中钢天源,3.07亿,1641万,7.29
858,002287,奇正藏药,9.95亿,2.65亿,17.01
859,002064,华峰氨纶,25.47亿,2.54亿,7.82
860,002091,江苏国泰,277亿,4.22亿,17.74
861,002088,鲁阳节能,11.33亿,5755万,3.63
862,002067,景兴纸业,29.54亿,1164万,0.40
863,002298,中电鑫龙,8.73亿,6635万,3.53
864,000678,襄阳轴承,12.53亿,-7888万,-7.72
865,000519,中兵红箭,39.39亿,3.87亿,7.25
866,600863,内蒙华电,108亿,6.99亿,7.98
867,000672,上峰水泥,21.49亿,7784万,3.51
868,000669,金鸿控股,25.73亿,2.47亿,6.18
869,000668,荣丰控股,1.07亿,2549万,4.01
870,000650,仁和药业,25.24亿,3.91亿,17.70
871,000627,天茂集团,10.85亿,2.47亿,15.73
872,000617,中油资本,308亿,60.17亿,11.39
873,000729,燕京啤酒,125亿,5.88亿,4.71
874,000713,丰乐种业,11.13亿,3043万,2.26
875,000701,厦门信达,293亿,1.09亿,5.26
876,000683,远兴能源,73.18亿,5680万,0.94
877,000571,新大洲A,9.17亿,5680万,2.61
878,000554,泰山石油,29.40亿,374万,0.41
879,000540,中天金融,154亿,26.07亿,32.18
880,000539,粤电力A,257亿,32.38亿,14.42
881,000863,三湘印象,5.20亿,1.05亿,3.51
882,002017,东信和平,14.39亿,6432万,8.17
883,600698,湖南天雁,4.45亿,-4691万,-6.95
884,600694,大商股份,308亿,6.62亿,10.66
885,600112,天成控股,6.70亿,-1.77亿,-14.99
886,600807,*ST天业,12.28亿,1.15亿,13.60
887,600806,退市昆机,6.21亿,-3.28亿,-37.44
888,600778,*ST友好,65.39亿,1530万,0.90
889,600771,广誉远,4.28亿,203万,0.59
890,600317,营口港,37.88亿,5.00亿,5.13
891,000979,中弘股份,12.90亿,2.87亿,5.01
892,000976,华铁股份,6.63亿,1553万,6.74
893,600467,好当家,9.87亿,3519万,1.21
894,600444,国机通用,7.27亿,3020万,9.68
895,600674,川投能源,11.17亿,38.73亿,22.66
896,600059,古越龙山,13.76亿,1.33亿,3.57
897,600057,厦门象屿,599亿,2.89亿,7.21
898,600522,中天科技,165亿,9.88亿,11.13
899,000415,渤海金控,98.26亿,13.04亿,12.28
900,000403,ST生化,5.00亿,7756万,16.80
901,000156,华数传媒,28.59亿,5.34亿,7.84
902,002035,华帝股份,37.20亿,2.08亿,13.90
903,000815,美利云,5.57亿,1.48亿,-155.70
904,600466,蓝光发展,176亿,8.05亿,10.51
905,600397,*ST安煤,51.22亿,2816万,0.80
906,002673,西部证券,56.41亿,19.73亿,19.87
907,000950,*ST建峰,33.26亿,-3.67亿,0.75
908,000923,河北宣工,2.55亿,69.76万,6.79
909,600390,五矿资本,157亿,16.96亿,11.64
910,600385,山东金泰,6.39亿,566万,9.37
911,000901,航天科技,38.91亿,7372万,4.00
912,600217,中再资环,16.07亿,1.75亿,21.52
913,600165,新日恒力,10.77亿,4609万,4.89
914,000782,美达股份,28.47亿,4881万,3.90
915,600821,津劝业,5.50亿,509万,0.85
916,002724,海洋王,8.96亿,6723万,4.41
917,002726,龙大肉食,42.70亿,1.16亿,7.72
918,300599,雄塑科技,11.57亿,9868万,17.34
919,300585,奥联电子,2.67亿,3954万,21.91
920,300576,容大感光,2.77亿,3330万,15.72
921,300597,吉大通信,4.51亿,5774万,17.31
922,603032,德新交运,3.28亿,4302万,20.07
923,300571,平治信息,1.68亿,2578万,20.84
924,603881,数据港,3.38亿,7214万,23.95
925,603228,景旺电子,26.77亿,4.22亿,36.46
926,603086,先达股份,8.04亿,9874万,16.75
927,002845,同兴达,20.19亿,7034万,21.20
928,300582,英飞特,5.27亿,9311万,27.69
929,300550,和仁科技,2.25亿,5173万,27.46
930,002842,翔鹭钨业,7.29亿,5215万,13.45
931,603708,家家悦,105亿,2.47亿,25.39
932,300439,美康生物,6.83亿,1.61亿,16.63
933,300488,恒锋工具,1.84亿,6802万,14.62
934,603300,华铁科技,3.33亿,6997万,7.94
935,300509,新美星,4.48亿,4951万,17.22
936,300549,优德精密,3.09亿,4401万,24.50
937,300468,四方精创,3.00亿,5064万,8.70
938,300456,耐威科技,1.71亿,4763万,10.76
939,603266,天龙股份,7.03亿,6724万,21.18
940,300485,赛升药业,6.07亿,2.09亿,16.75
941,300404,博济医药,1.27亿,2566万,7.19
942,300506,名家汇,2.48亿,4971万,19.89
943,300460,惠伦晶体,4.16亿,4137万,7.84
944,300462,华铭智能,1.87亿,4235万,10.77
945,002832,比音勒芬,7.54亿,1.23亿,26.46
946,300526,中潜股份,3.71亿,4225万,17.14
947,300432,富临精工,8.59亿,1.74亿,23.33
948,300486,东杰智能,3.66亿,3633万,6.81
949,603088,宁波精达,1.90亿,2191万,4.86
950,300489,中飞股份,1.29亿,2906万,8.65
951,300465,高伟达,9.39亿,4123万,10.43
952,300466,赛摩电气,2.33亿,3314万,8.69
953,300429,强力新材,3.34亿,8651万,17.29
954,603703,盛洋科技,3.60亿,3501万,8.03
955,603999,读者传媒,8.25亿,1.02亿,9.86
956,300445,康斯特,1.63亿,4267万,14.27
957,603528,多伦科技,7.33亿,3.05亿,60.21
958,300384,三联虹普,3.76亿,1.15亿,15.65
959,300437,清水源,3.98亿,3912万,11.00
960,300417,南华仪器,1.69亿,3228万,9.72
961,603828,柯利达,16.28亿,5515万,5.91
962,603227,雪峰科技,8.59亿,9473万,6.94
963,002779,中坚科技,4.61亿,4879万,14.05
964,300438,鹏辉能源,8.79亿,8729万,12.61
965,300430,诚益通,3.44亿,5359万,10.24
966,603117,万林股份,3.80亿,7359万,6.26
967,603069,海汽集团,12.38亿,6889万,10.41
968,300527,中国应急,17.21亿,1.36亿,15.55
969,603168,莎普爱思,9.22亿,1.76亿,21.38
970,300355,蒙草生态,17.68亿,1.59亿,10.29
971,300357,我武生物,2.67亿,1.18亿,21.98
972,002719,麦趣尔,5.18亿,7125万,7.23
973,300397,天和防务,7787万,-5533万,-4.40
974,002711,欧浦智网,17.68亿,1.62亿,11.50
975,300477,合纵科技,11.17亿,8750万,15.32
976,300382,斯莱克,3.48亿,9784万,15.56
977,002752,昇兴股份,20.40亿,1.32亿,10.68
978,603777,来伊份,31.27亿,1.32亿,12.99
979,603729,龙韵股份,13.20亿,4066万,4.73
980,002714,牧原股份,30.03亿,5.96亿,26.53
981,002707,众信旅游,83.70亿,1.87亿,14.87
982,300380,安硕信息,3.03亿,2139万,5.10
983,300377,赢时胜,2.50亿,5842万,13.28
984,002805,丰元股份,2.95亿,2631万,6.48
985,300405,科隆股份,8.00亿,-2869万,-4.77
986,300402,宝色股份,6.67亿,417万,0.60
987,300316,晶盛机电,5.92亿,1.05亿,5.94
988,300311,任子行,3.60亿,6537万,9.50
989,002671,龙泉股份,4.92亿,2572万,1.71
990,603001,奥康国际,33.19亿,3.90亿,9.79
991,002667,鞍重股份,1.62亿,623万,0.82
992,300297,蓝盾股份,10.01亿,1.19亿,11.89
993,300281,金明精机,3.14亿,2930万,4.21
994,300129,泰胜风能,15.97亿,1.69亿,10.72
995,300063,天龙集团,17.14亿,4656万,5.16
996,300010,立思辰,10.23亿,1.30亿,8.43
997,300185,通裕重工,23.43亿,1.21亿,3.41
998,601169,北京银行,441亿,168亿,16.26
999,002110,三钢闽光,125亿,-9.29亿,-43.68
1000,002620,瑞和股份,18.20亿,6481万,6.18
1001,300242,佳云科技,9.01亿,5534万,11.14
1002,002605,姚记扑克,8.12亿,9504万,9.53
1003,300299,富春股份,3.78亿,6995万,7.52
1004,300230,永利股份,9.28亿,9392万,11.38
1005,002678,珠江钢琴,14.70亿,1.46亿,7.77
1006,300326,凯利泰,4.63亿,1.21亿,10.91
1007,300219,鸿利智汇,15.92亿,1.52亿,15.52
1008,002679,福建金森,1.99亿,3705万,5.16
1009,300201,海伦哲,8.21亿,2557万,3.40
1010,601388,怡球资源,34.90亿,975万,0.44
1011,300289,利德曼,6.82亿,1.57亿,14.76
1012,601339,百隆东方,50.16亿,3.65亿,5.46
1013,300220,金运激光,1.83亿,-1487万,-5.22
1014,300195,长荣股份,11.11亿,1.65亿,7.19
1015,300192,科斯伍德,4.95亿,3472万,5.20
1016,300178,腾邦国际,9.28亿,1.46亿,11.16
1017,300183,东软载波,8.25亿,2.76亿,13.47
1018,300180,华峰超纤,11.37亿,1.19亿,8.08
1019,300166,东方国信,9.31亿,2.29亿,13.28
1020,300170,汉得信息,12.19亿,2.14亿,13.58
1021,300208,恒顺众昇,11.63亿,3.39亿,34.69
1022,300168,万达信息,18.69亿,2.31亿,12.70
1023,300158,振东制药,22.62亿,6465万,3.27
1024,002609,捷顺科技,6.51亿,1.44亿,16.27
1025,300137,先河环保,6.34亿,8177万,6.24
1026,300123,亚光科技,4.42亿,1348万,1.46
1027,002477,雏鹰农牧,36.19亿,2.20亿,5.83
1028,300109,新开源,2.91亿,5699万,8.62
1029,300118,东方日升,52.59亿,3.22亿,11.30
1030,300094,国联水产,20.70亿,2277万,1.32
1031,601718,际华集团,224亿,11.53亿,9.14
1032,300272,开能环保,4.57亿,7601万,13.40
1033,300076,GQY视讯,2.04亿,490万,0.46
1034,300074,华平股份,3.31亿,3351万,3.25
1035,002361,神剑股份,11.79亿,1.17亿,9.16
1036,002388,新亚制程,5.69亿,461万,0.80
1037,002392,北京利尔,17.65亿,-4634万,-1.59
1038,002549,凯美特气,1.52亿,-4552万,-5.66
1039,002306,*ST云网,3.77亿,6557万,-122.27
1040,300007,汉威科技,7.47亿,7865万,6.63
1041,601100,恒立液压,10.88亿,6351万,1.84
1042,300293,蓝英装备,2.26亿,1086万,1.54
1043,300232,洲明科技,13.06亿,1.14亿,16.07
1044,300042,朗科科技,4.04亿,2429万,2.91
1045,002607,亚夏汽车,52.21亿,1510万,1.85
1046,002413,雷科防务,20.29亿,1.41亿,8.43
1047,601798,*ST蓝科,7.35亿,4469万,2.29
1048,002317,众生药业,15.78亿,2.97亿,15.13
1049,601599,鹿港文化,23.70亿,1.19亿,7.98
1050,601011,宝泰隆,15.23亿,9118万,2.20
1051,002576,通达动力,8.58亿,946万,1.12
1052,601890,亚星锚链,15.00亿,1.77亿,6.19
1053,002278,神开股份,6.14亿,972万,0.82
1054,300002,神州泰岳,27.73亿,3.51亿,7.45
1055,002291,星期六,16.42亿,2253万,1.30
1056,002550,千红制药,7.57亿,2.67亿,12.26
1057,002210,飞马国际,478亿,2.27亿,14.08
1058,002443,金洲管道,26.42亿,9536万,4.89
1059,002175,东方网络,4.04亿,5336万,6.43
1060,002171,楚江新材,80.11亿,7045万,6.07
1061,601558,ST锐电,13.93亿,-44.52亿,-68.18
1062,002124,天邦股份,21.41亿,1.10亿,17.19
1063,002144,宏达高科,5.27亿,1.25亿,7.30
1064,002193,如意集团,9.83亿,1862万,1.98
1065,002147,新光圆成,18.58亿,4.97亿,23.45
1066,002104,恒宝股份,18.21亿,3.71亿,26.82
1067,002111,威海广泰,13.23亿,1.67亿,10.27
1068,002078,太阳纸业,108亿,6.67亿,10.34
1069,601666,平煤股份,124亿,-21.38亿,-18.64
1070,601101,昊华能源,65.72亿,5760万,0.85
1071,300040,九洲电气,7.59亿,2010万,1.63
1072,002217,合力泰,49.53亿,2.18亿,8.70
1073,002054,德美化工,23.67亿,2.98亿,16.57
1074,600998,九州通,496亿,6.95亿,8.42
1075,002101,广东鸿图,22.59亿,1.29亿,9.15
1076,002196,方正电机,7.94亿,6501万,6.74
1077,002267,陕天然气,67.90亿,5.86亿,12.43
1078,000523,广州浪奇,75.70亿,3184万,2.95
1079,000616,海航投资,12.31亿,2.22亿,5.14
