,code,name,income_2015,profit_2015,roe_2015(%),income_2016,profit_2016,roe_2016(%),income_2017,profit_2017,roe_2017(%)
495,600201,生物股份,12.47亿,4.80亿,26.07,15.17亿,6.45亿,24.92,19.01亿,8.70亿,21.35
496,000796,凯撒旅游,49.35亿,2.06亿,28.5,66.36亿,2.13亿,12.13,80.45亿,2.21亿,11.43
497,603609,禾丰牧业,96.96亿,3.14亿,12.51,119亿,4.27亿,15.1,137亿,4.71亿,14.72
498,002838,道恩股份,6.26亿,5989万,16.56,8.00亿,7932万,18.39,9.34亿,9380万,11.73
499,300607,拓斯达,3.02亿,6234万,22.93,4.33亿,7757万,24.15,7.64亿,1.38亿,21.21
500,300601,康泰生物,4.53亿,6282万,10.21,5.52亿,8621万,12.49,11.61亿,2.15亿,22.9
501,002870,香山股份,8.05亿,7891万,32.06,8.28亿,1.04亿,30.88,9.29亿,7149万,24.47
502,300589,江龙船艇,3.61亿,3246万,27.85,4.16亿,3684万,24.34,4.23亿,3501万,18.71
503,603758,秦安股份,11.75亿,2.47亿,19.55,12.00亿,2.18亿,14.07,12.23亿,1.88亿,8.92
504,300566,激智科技,4.72亿,5732万,25.03,6.11亿,5925万,19.67,7.38亿,6042万,10.13
505,002837,英维克,4.21亿,6780万,37.34,5.18亿,7181万,28.56,7.87亿,8561万,13.5
506,002831,裕同科技,42.90亿,6.58亿,35.27,55.42亿,8.75亿,35.48,69.48亿,9.32亿,20.15
507,300652,雷迪克,3.59亿,6203万,32.57,3.93亿,6791万,27.74,4.95亿,7496万,15.28
508,002824,和胜股份,7.03亿,5143万,14.5,7.67亿,7502万,19.09,8.41亿,6519万,9.44
509,300631,久吾高科,2.34亿,5029万,15.2,2.46亿,4306万,11.54,2.94亿,4504万,8.59
510,300426,唐德影视,5.37亿,1.12亿,13.91,7.88亿,1.79亿,17.35,11.80亿,1.93亿,17.2
511,603886,元祖股份,15.77亿,1.14亿,28.48,15.92亿,1.25亿,26.8,17.77亿,2.04亿,18.19
512,300525,博思软件,1.53亿,3673万,17.54,1.71亿,3830万,12.08,3.10亿,5469万,12.13
513,300508,维宏股份,1.31亿,5169万,30.29,1.44亿,4436万,12.64,1.99亿,8070万,16.99
514,300497,富祥股份,5.80亿,9360万,29.65,7.64亿,1.74亿,25.94,9.58亿,1.78亿,21.13
515,603939,益丰药房,28.46亿,1.76亿,13.93,37.34亿,2.24亿,10.78,48.07亿,3.14亿,10.23
516,601966,玲珑轮胎,87.34亿,6.78亿,15.25,105亿,10.10亿,16.34,139亿,10.48亿,12.57
517,300470,日机密封,3.24亿,8209万,14.32,3.34亿,9776万,11.51,4.96亿,1.20亿,12.79
518,300418,昆仑万维,17.89亿,4.05亿,16.67,24.25亿,5.31亿,18.31,34.36亿,9.99亿,16.39
519,300415,伊之密,11.89亿,7232万,10.06,14.43亿,1.09亿,13.66,20.08亿,2.75亿,28.95
520,300530,达志科技,1.22亿,3799万,16.18,1.35亿,4808万,14.26,1.40亿,5412万,11.24
521,603355,莱克电气,40.03亿,3.64亿,17.32,43.77亿,5.01亿,18.13,57.10亿,3.66亿,11.77
522,601595,上海电影,9.00亿,1.93亿,28.86,10.46亿,2.36亿,19.62,11.22亿,2.57亿,12.87
523,300360,炬华科技,10.87亿,2.36亿,24.58,11.94亿,2.55亿,21.63,9.73亿,1.57亿,11.19
524,300367,东方网力,10.17亿,2.49亿,25.6,14.81亿,3.35亿,15.08,18.55亿,3.85亿,11.32
525,002738,中矿资源,3.45亿,4897万,8.42,3.59亿,5341万,9.25,5.41亿,5479万,8.21
526,300253,卫宁健康,7.53亿,1.53亿,17.86,9.54亿,5.19亿,28.27,12.04亿,2.29亿,9.3
527,300075,数字政通,6.51亿,1.21亿,10.14,9.67亿,1.31亿,9.52,12.03亿,1.70亿,10.27
528,002456,欧菲科技,185亿,4.78亿,8.22,267亿,7.19亿,10.87,338亿,8.23亿,9.71
529,002117,东港股份,12.56亿,2.16亿,16.19,14.91亿,2.19亿,15.11,14.30亿,2.32亿,15.95
530,002008,大族激光,55.87亿,7.47亿,16.99,69.59亿,7.54亿,15.05,116亿,16.65亿,27.6
531,300266,兴源环境,8.84亿,1.02亿,9.35,21.03亿,1.86亿,8.53,30.32亿,3.62亿,11.49
532,002602,世纪华通,30.26亿,4.08亿,10.72,34.56亿,5.03亿,11.96,34.91亿,7.83亿,16.43
533,300237,美晨生态,18.03亿,2.09亿,15.07,29.50亿,4.47亿,18.37,38.89亿,6.09亿,20.85
534,002614,奥佳华,28.31亿,1.81亿,8.03,34.51亿,2.51亿,10.36,42.94亿,3.45亿,12.85
535,601098,中南传媒,101亿,16.95亿,15.64,111亿,18.05亿,14.98,104亿,15.13亿,11.69
536,300061,康旗股份,6.94亿,5121万,12.43,10.01亿,1.09亿,15.24,19.87亿,2.99亿,8.86
537,002394,联发股份,34.77亿,2.94亿,11.0,37.39亿,3.94亿,14.19,40.04亿,3.60亿,12.17
538,002327,富安娜,20.93亿,4.01亿,16.33,23.12亿,4.39亿,15.74,26.16亿,4.93亿,17.05
539,601877,正泰电器,173亿,17.87亿,21.12,202亿,21.85亿,20.62,234亿,28.40亿,15.35
540,002236,大华股份,101亿,13.72亿,23.59,133亿,18.25亿,24.8,188亿,23.79亿,25.47
541,603488,展鹏科技,2.97亿,8110万,23.83,2.82亿,7255万,19.28,2.79亿,7119万,11.45
542,601952,苏垦农发,41.78亿,4.88亿,23.71,40.84亿,5.05亿,21.47,43.16亿,5.57亿,13.87
543,603360,百傲化学,3.28亿,5734万,17.28,3.89亿,9827万,23.98,4.10亿,1.00亿,14.94
544,601229,上海银行,332亿,130亿,15.67,344亿,143亿,14.35,331亿,153亿,12.63
545,603421,鼎信通讯,9.90亿,2.70亿,28.83,13.86亿,3.11亿,22.8,15.15亿,3.02亿,15.1
546,002454,松芝股份,30.01亿,3.10亿,12.86,32.35亿,2.34亿,8.91,41.72亿,3.66亿,12.87
547,000501,鄂武商A,175亿,7.99亿,20.73,177亿,9.92亿,18.52,181亿,12.41亿,18.7
548,600856,中天能源,19.79亿,2.84亿,15.22,36.35亿,4.35亿,20.8,64.93亿,5.26亿,14.93
549,000869,张裕A,46.50亿,10.30亿,14.4,47.18亿,9.82亿,12.55,49.33亿,10.32亿,12.14
550,600697,欧亚集团,129亿,3.24亿,18.71,130亿,3.27亿,16.32,140亿,3.05亿,10.68
551,600090,同济堂,79.45亿,3.42亿,11.12,89.97亿,4.73亿,10.3,98.55亿,5.15亿,9.11
552,600687,刚泰控股,88.45亿,3.48亿,19.61,107亿,4.96亿,9.18,82.18亿,5.45亿,9.32
553,600562,国睿科技,10.92亿,1.87亿,19.5,12.58亿,2.28亿,17.01,11.54亿,1.69亿,9.74
554,600240,华业资本,46.81亿,8.83亿,20.86,52.03亿,12.18亿,23.77,38.62亿,9.98亿,15.98
555,600075,新疆天业,49.03亿,2.27亿,10.57,55.97亿,4.89亿,18.01,49.77亿,5.39亿,13.14
556,000411,英特集团,155亿,6876万,10.72,173亿,8685万,12.12,189亿,8349万,10.42
557,600487,亨通光电,136亿,5.73亿,13.12,193亿,13.16亿,25.16,260亿,21.09亿,26.88
558,000813,德展健康,11.79亿,5.09亿,41.07,14.43亿,6.62亿,35.71,22.20亿,7.97亿,19.2
559,603023,威帝股份,2.03亿,7998万,24.48,2.11亿,9068万,18.38,1.99亿,6864万,12.57
560,300610,晨化股份,5.54亿,4686万,14.85,5.86亿,5551万,15.38,7.03亿,7889万,12.97
561,603203,快克股份,2.30亿,8162万,33.04,2.86亿,1.03亿,37.36,3.62亿,1.32亿,19.62
562,603313,梦百合,13.77亿,1.64亿,28.8,17.23亿,2.00亿,21.6,23.39亿,1.56亿,9.9
563,300500,启迪设计,3.32亿,5111万,15.25,3.92亿,6219万,10.28,5.08亿,7042万,9.85
564,002811,亚泰国际,18.06亿,1.10亿,20.14,16.64亿,8093万,10.51,18.25亿,1.08亿,8.51
565,002741,光华科技,8.63亿,5796万,8.79,9.92亿,6318万,8.31,12.99亿,9262万,9.97
566,603008,喜临门,16.87亿,1.91亿,15.32,22.17亿,2.04亿,12.39,31.87亿,2.84亿,11.09
567,000538,云南白药,207亿,27.71亿,22.43,224亿,29.20亿,20.03,243亿,31.45亿,18.55
568,600872,中炬高新,27.59亿,2.47亿,10.16,31.58亿,3.62亿,13.64,36.09亿,4.53亿,15.21
569,600076,康欣新材,10.31亿,2.69亿,17.88,13.08亿,3.84亿,14.05,18.18亿,4.66亿,14.75
570,300248,新开普,5.10亿,6040万,9.86,6.83亿,8485万,9.75,7.70亿,1.20亿,9.57
571,002271,东方雨虹,53.04亿,7.30亿,19.61,70.00亿,10.29亿,23.17,103亿,12.39亿,21.91
572,000504,南华生物,1337万,-2122万,359.65,6725万,2176万,386.68,6739万,-3712万,279.36
573,601009,南京银行,228亿,70.01亿,17.59,266亿,82.62亿,16.25,248亿,96.68亿,16.94
574,000685,中山公用,14.97亿,14.94亿,17.37,14.63亿,9.63亿,8.72,16.14亿,10.67亿,9.15
575,000883,湖北能源,71.04亿,15.78亿,10.45,93.87亿,19.09亿,8.42,116亿,21.73亿,8.76
576,600327,大东方,83.82亿,1.77亿,10.89,90.70亿,2.04亿,8.22,91.68亿,2.61亿,9.12
577,000989,九芝堂,8.72亿,4.71亿,30.1,26.74亿,6.52亿,16.56,38.37亿,7.21亿,16.69
578,600993,马应龙,17.84亿,2.23亿,13.25,21.03亿,2.50亿,13.47,17.51亿,3.20亿,15.41
579,600381,青海春天,14.02亿,3.58亿,22.43,7.08亿,2.45亿,13.05,4.71亿,3.12亿,13.48
580,300605,恒锋信息,3.11亿,3522万,20.0,3.30亿,3763万,17.7,4.04亿,4315万,10.52
581,300584,海辰药业,2.21亿,4033万,18.53,2.81亿,4524万,17.77,4.55亿,6560万,13.72
582,300602,飞荣达,6.47亿,1.01亿,25.38,8.43亿,1.16亿,23.2,10.36亿,1.08亿,12.13
583,300612,宣亚国际,3.91亿,5355万,47.43,4.67亿,5871万,35.97,5.05亿,7496万,18.07
584,603337,杰克股份,15.92亿,1.70亿,22.49,18.57亿,2.20亿,24.14,27.87亿,3.24亿,16.84
585,603038,华立股份,4.89亿,6978万,16.66,5.62亿,9899万,20.62,6.50亿,9090万,10.32
586,601020,华钰矿业,5.98亿,1.63亿,16.06,6.68亿,1.87亿,15.35,9.05亿,3.04亿,18.26
587,603218,日月股份,18.81亿,4.24亿,36.71,16.00亿,3.39亿,22.17,18.31亿,2.27亿,8.41
588,603298,杭叉集团,45.74亿,3.57亿,19.9,53.71亿,4.03亿,19.95,70.04亿,4.75亿,14.25
589,603585,苏利股份,11.23亿,1.18亿,24.95,13.51亿,1.85亿,27.11,14.57亿,2.25亿,15.71
590,002833,弘亚数控,3.76亿,8915万,30.03,5.34亿,1.55亿,42.52,8.20亿,2.34亿,28.67
591,002840,华统股份,19.44亿,7518万,10.74,39.92亿,9219万,12.03,47.15亿,1.18亿,10.78
592,603987,康德莱,10.61亿,9455万,14.09,11.32亿,1.01亿,14.2,12.56亿,1.19亿,10.05
593,002822,中装建设,25.99亿,1.54亿,15.07,26.92亿,1.56亿,12.67,31.73亿,1.61亿,8.12
594,300529,健帆生物,5.09亿,2.00亿,39.58,5.44亿,2.02亿,24.08,7.18亿,2.84亿,22.21
595,603188,亚邦股份,22.90亿,6.66亿,23.13,22.88亿,6.55亿,19.99,24.36亿,5.01亿,14.03
596,603116,红蜻蜓,29.67亿,3.00亿,13.0,28.72亿,2.79亿,9.09,32.45亿,3.82亿,11.2
597,002745,木林森,38.82亿,2.56亿,10.98,55.20亿,4.73亿,11.64,81.69亿,6.69亿,12.06
598,601566,九牧王,22.57亿,4.04亿,9.37,22.71亿,4.23亿,9.73,25.65亿,4.94亿,10.2
599,002357,富临运业,12.91亿,1.80亿,9.77,11.90亿,9486万,9.56,10.75亿,1.03亿,9.79
600,002475,立讯精密,101亿,10.79亿,21.02,138亿,11.57亿,16.09,228亿,16.91亿,14.09
601,002531,天顺风能,21.76亿,3.03亿,14.2,23.08亿,4.06亿,14.67,32.38亿,4.70亿,9.95
602,002543,万和电气,41.92亿,3.19亿,11.65,49.60亿,4.31亿,14.2,65.32亿,4.13亿,13.02
603,002100,天康生物,41.67亿,2.46亿,10.9,44.44亿,3.93亿,15.82,46.30亿,4.07亿,14.66
604,002146,荣盛发展,234亿,24.11亿,16.31,306亿,41.48亿,18.74,387亿,57.61亿,22.44
605,600743,华远地产,74.49亿,7.30亿,15.77,76.08亿,7.41亿,13.73,99.04亿,8.19亿,11.65
606,002022,科华生物,11.56亿,2.11亿,13.89,13.97亿,2.32亿,13.2,15.94亿,2.18亿,11.33
607,002003,伟星股份,18.74亿,2.48亿,13.76,21.74亿,2.95亿,14.52,26.24亿,3.65亿,15.99
608,600572,康恩贝,53.02亿,4.40亿,12.02,60.20亿,4.41亿,10.43,52.94亿,7.11亿,15.88
609,600229,城市传媒,15.39亿,2.33亿,15.25,17.74亿,2.72亿,13.54,19.69亿,3.29亿,14.83
610,600518,康美药业,181亿,27.57亿,18.54,216亿,33.40亿,14.88,265亿,41.01亿,14.02
611,300591,万里马,5.80亿,3207万,14.03,6.02亿,3700万,14.07,6.04亿,3733万,8.67
612,300588,熙菱信息,4.04亿,2842万,17.85,5.40亿,4260万,16.84,7.98亿,8067万,23.65
613,002869,金溢科技,7.52亿,1.40亿,45.14,6.69亿,1.22亿,31.96,6.23亿,8942万,11.6
614,603501,韦尔股份,19.83亿,1.15亿,19.86,21.61亿,1.42亿,19.53,24.06亿,1.37亿,13.39
615,300578,会畅通讯,2.50亿,3338万,25.19,2.52亿,3148万,21.2,2.67亿,3425万,12.39
616,300606,金太阳,2.06亿,3246万,17.2,2.20亿,4021万,18.07,2.58亿,5496万,12.61
617,603037,凯众股份,2.50亿,6417万,18.15,3.26亿,8867万,22.28,4.50亿,1.14亿,16.05
618,603823,百合花,11.56亿,1.30亿,23.3,13.59亿,1.40亿,20.95,15.11亿,1.33亿,10.92
619,603638,艾迪精密,3.17亿,5186万,12.09,4.00亿,7939万,17.13,6.41亿,1.40亿,18.1
620,002857,三晖电气,2.10亿,3854万,21.42,2.01亿,4008万,18.86,2.04亿,3325万,8.96
621,603928,兴业股份,8.16亿,1.09亿,22.1,8.21亿,1.03亿,18.39,12.83亿,1.35亿,12.48
622,300565,科信技术,7.67亿,6284万,20.3,7.08亿,6182万,15.52,6.71亿,5882万,8.03
623,603336,宏辉果蔬,6.32亿,6255万,16.61,6.76亿,6062万,13.15,6.84亿,6333万,8.36
624,300651,金陵体育,3.24亿,4414万,15.25,3.30亿,4631万,13.84,3.36亿,4388万,8.5
625,300649,杭州园林,1.08亿,1405万,15.46,1.16亿,2524万,15.18,1.84亿,3474万,13.64
626,603985,恒润股份,6.69亿,5845万,17.63,6.29亿,9471万,23.94,7.41亿,9070万,11.93
627,300408,三环集团,24.89亿,8.74亿,22.11,28.88亿,10.59亿,22.41,31.30亿,10.83亿,19.58
628,603345,安井食品,25.61亿,1.28亿,16.82,29.97亿,1.77亿,19.37,34.84亿,2.02亿,13.28
629,603007,花王股份,5.39亿,6781万,18.41,5.11亿,7195万,12.86,10.37亿,1.71亿,18.78
630,300600,瑞特股份,3.02亿,1.07亿,29.51,3.68亿,1.02亿,21.82,4.15亿,1.08亿,12.99
631,603339,四方冷链,7.37亿,1.26亿,19.11,6.76亿,1.24亿,11.83,10.09亿,1.72亿,11.81
632,300410,正业科技,3.57亿,3934万,9.83,6.00亿,7284万,9.18,12.65亿,1.98亿,11.07
633,603718,海利生物,3.17亿,9540万,12.8,3.43亿,8554万,9.0,3.04亿,1.14亿,10.96
634,300433,蓝思科技,172亿,15.43亿,16.6,152亿,12.04亿,9.45,237亿,20.47亿,13.77
635,300522,世名科技,2.25亿,5529万,27.32,2.75亿,6465万,16.72,2.83亿,5342万,9.31
636,300441,鲍斯股份,2.57亿,3126万,8.13,5.66亿,7061万,9.17,11.15亿,1.51亿,11.42
637,601689,拓普集团,30.07亿,4.09亿,15.28,39.38亿,6.16亿,18.67,50.90亿,7.38亿,14.42
638,002757,南兴装备,4.64亿,5014万,8.96,5.03亿,6640万,8.9,7.81亿,1.08亿,13.18
639,300596,利安隆,6.05亿,7368万,19.48,8.08亿,9058万,19.72,11.42亿,1.31亿,16.01
640,300388,国祯环保,10.46亿,7497万,9.45,14.63亿,1.30亿,10.65,26.28亿,1.94亿,12.07
641,000887,中鼎股份,65.43亿,7.14亿,21.69,83.84亿,9.01亿,16.75,118亿,11.27亿,16.1
642,002540,亚太科技,22.89亿,2.41亿,9.31,27.13亿,2.97亿,10.49,34.07亿,3.04亿,9.52
643,000568,泸州老窖,69.00亿,14.73亿,14.67,86.27亿,19.57亿,18.12,104亿,25.58亿,20.3
644,600446,金证股份,26.15亿,2.55亿,23.78,36.66亿,2.35亿,17.13,42.28亿,1.32亿,8.42
645,000826,启迪桑德,63.41亿,9.31亿,16.53,69.17亿,10.81亿,15.79,93.58亿,12.51亿,11.01
646,000028,国药一致,378亿,9.28亿,13.4,412亿,11.87亿,15.05,413亿,10.58亿,11.91
647,300592,华凯创意,4.82亿,3687万,13.47,5.30亿,4003万,12.82,5.62亿,4873万,10.44
648,603966,法兰泰克,5.52亿,5386万,12.0,5.41亿,5694万,11.5,6.37亿,6382万,8.24
649,300650,太龙照明,2.48亿,3570万,24.16,2.73亿,4157万,20.31,3.38亿,5144万,13.57
650,600926,杭州银行,124亿,37.04亿,12.84,137亿,40.21亿,11.83,141亿,45.50亿,11.34
651,002790,瑞尔特,8.15亿,1.55亿,28.44,8.17亿,1.76亿,15.51,9.17亿,1.60亿,11.45
652,300435,中泰股份,4.62亿,9237万,17.33,3.37亿,5687万,8.53,4.86亿,6020万,8.29
653,002718,友邦吊顶,4.11亿,1.21亿,21.11,5.08亿,1.26亿,15.73,6.68亿,1.29亿,12.04
654,300098,高新兴,10.81亿,1.40亿,10.85,13.08亿,3.16亿,8.8,22.37亿,4.08亿,10.31
655,002468,申通快递,77.11亿,7.65亿,44.28,98.81亿,12.62亿,89.26,127亿,14.88亿,24.05
656,300274,阳光电源,45.69亿,4.25亿,16.35,60.04亿,5.54亿,12.6,88.86亿,10.24亿,15.47
657,300284,苏交科,25.63亿,3.11亿,13.29,42.01亿,3.79亿,13.36,65.19亿,4.64亿,13.93
658,002120,韵达股份,50.53亿,5.33亿,38.75,73.50亿,11.77亿,37.8,99.86亿,15.89亿,35.45
659,000607,华媒控股,15.54亿,2.84亿,20.2,18.32亿,2.25亿,13.6,18.32亿,1.47亿,8.04
660,002020,京新药业,14.16亿,1.66亿,11.28,18.75亿,2.00亿,8.68,22.19亿,2.64亿,9.17
661,600133,东湖高新,61.98亿,1.40亿,8.44,61.14亿,1.46亿,8.13,76.33亿,9.24亿,37.92
662,600105,永鼎股份,22.56亿,1.81亿,8.84,25.79亿,2.51亿,10.48,28.69亿,2.92亿,11.1
663,600089,特变电工,375亿,18.88亿,9.33,401亿,21.90亿,9.78,383亿,21.96亿,8.24
664,600305,恒顺醋业,13.05亿,2.40亿,17.49,14.47亿,1.70亿,11.19,15.42亿,2.81亿,16.66
665,600668,尖峰集团,22.59亿,2.01亿,9.47,23.79亿,2.85亿,12.56,28.27亿,3.48亿,13.94
666,000408,藏格控股,27.28亿,9.94亿,42.83,26.03亿,9.12亿,21.56,31.73亿,12.14亿,18.49
667,000058,深赛格,8.47亿,7424万,8.24,14.60亿,2.46亿,11.15,20.30亿,2.20亿,11.96
668,600352,浙江龙盛,149亿,26.82亿,21.09,124亿,20.29亿,13.76,151亿,24.74亿,15.24
669,600273,嘉化能源,33.91亿,6.72亿,21.35,45.03亿,7.40亿,20.0,55.76亿,9.69亿,19.28
670,600380,健康元,86.42亿,4.12亿,9.21,97.22亿,4.51亿,9.31,108亿,21.33亿,33.73
671,000581,威孚高科,57.42亿,15.15亿,13.32,64.23亿,16.72亿,13.53,90.17亿,25.71亿,18.52
672,300590,移为通信,2.91亿,1.02亿,69.68,2.70亿,9527万,57.19,3.62亿,9694万,13.79
673,603728,鸣志电器,11.73亿,9803万,16.52,14.75亿,1.57亿,22.46,16.28亿,1.66亿,12.93
674,603896,寿仙谷,3.02亿,6264万,18.38,3.15亿,8098万,20.27,3.70亿,8888万,13.09
675,603626,科森科技,10.90亿,1.98亿,62.28,13.03亿,1.89亿,36.9,21.65亿,2.22亿,15.18
676,603677,奇精机械,12.60亿,7726万,22.09,11.18亿,8818万,21.16,12.92亿,1.00亿,12.02
677,603877,太平鸟,59.03亿,5.36亿,34.63,63.20亿,4.28亿,23.29,71.42亿,4.56亿,14.78
678,603888,新华网,9.98亿,2.62亿,28.11,13.61亿,2.80亿,19.78,15.02亿,2.84亿,11.1
679,002736,国信证券,291亿,139亿,33.86,127亿,45.56亿,9.35,119亿,45.75亿,9.53
680,603067,振华股份,7.76亿,6249万,9.9,8.75亿,7966万,10.23,11.85亿,1.00亿,9.26
681,603519,立霸股份,7.87亿,6350万,11.09,8.63亿,7254万,10.86,12.23亿,8348万,11.9
682,603738,泰晶科技,3.20亿,5018万,20.52,3.70亿,5903万,17.26,5.40亿,6454万,11.46
683,300519,新光药业,3.11亿,1.19亿,44.38,3.15亿,1.19亿,25.05,3.11亿,1.06亿,15.71
684,002788,鹭燕医药,66.26亿,1.13亿,16.24,69.83亿,1.16亿,14.82,83.38亿,1.31亿,9.02
685,603515,欧普照明,44.69亿,4.36亿,26.36,54.77亿,5.06亿,21.64,69.57亿,6.81亿,20.22
686,300490,华自科技,4.19亿,4522万,13.55,5.15亿,4821万,8.54,6.21亿,5712万,8.77
687,603569,长久物流,33.95亿,3.06亿,35.65,42.96亿,3.62亿,28.49,49.61亿,3.94亿,19.79
688,603667,五洲新春,9.40亿,8510万,13.88,10.73亿,8869万,11.65,11.46亿,9873万,8.42
689,603608,天创时尚,16.31亿,1.04亿,12.91,15.48亿,1.17亿,8.41,17.34亿,1.88亿,12.0
690,603520,司太立,6.96亿,6894万,15.95,6.73亿,7612万,10.8,7.11亿,8312万,10.01
691,603885,吉祥航空,81.58亿,10.47亿,36.11,99.28亿,12.49亿,21.33,124亿,13.26亿,16.3
692,300463,迈克生物,10.65亿,2.51亿,17.18,14.89亿,3.12亿,14.68,19.70亿,3.74亿,15.59
693,603611,诺力股份,11.49亿,1.07亿,13.34,13.10亿,1.45亿,15.84,21.20亿,1.60亿,10.44
694,603997,继峰股份,10.48亿,1.76亿,15.11,14.66亿,2.50亿,17.51,19.02亿,2.93亿,18.11
695,603989,艾华集团,13.09亿,2.26亿,16.52,15.54亿,2.64亿,15.22,17.93亿,2.92亿,16.32
696,002310,东方园林,53.81亿,6.02亿,10.08,85.64亿,12.95亿,18.13,152亿,21.78亿,21.29
697,000625,长安汽车,668亿,99.53亿,33.14,785亿,103亿,26.81,800亿,71.37亿,15.65
698,300255,常山药业,9.16亿,1.56亿,10.86,11.18亿,1.75亿,9.62,14.20亿,1.97亿,8.56
699,300258,精锻科技,6.98亿,1.40亿,11.36,8.99亿,1.91亿,13.9,11.29亿,2.50亿,16.09
700,601567,三星医疗,41.58亿,5.64亿,19.14,49.22亿,7.94亿,15.3,53.68亿,8.91亿,12.35
701,300197,铁汉生态,26.13亿,3.06亿,11.91,45.73亿,5.22亿,11.34,81.88亿,7.57亿,13.57
702,300001,特锐德,30.02亿,1.46亿,9.06,61.09亿,2.52亿,9.72,51.05亿,2.78亿,9.8
703,600185,格力地产,25.45亿,13.71亿,40.12,31.22亿,6.01亿,11.87,31.30亿,6.24亿,8.64
704,000035,中国天楹,8.25亿,2.28亿,13.14,9.80亿,2.12亿,10.82,16.12亿,2.22亿,8.96
705,603229,奥翔药业,2.63亿,6087万,40.72,1.99亿,5733万,26.45,2.40亿,5301万,12.43
706,300580,贝斯特,4.77亿,9409万,16.97,5.47亿,1.17亿,18.06,6.71亿,1.40亿,12.04
707,002191,劲嘉股份,27.20亿,7.21亿,19.02,27.77亿,5.71亿,13.3,29.45亿,5.74亿,11.63
708,002126,银轮股份,27.22亿,2.00亿,11.03,31.19亿,2.57亿,11.9,43.23亿,3.11亿,11.02
709,300295,三六五网,6.41亿,1.26亿,14.82,5.98亿,1.08亿,11.17,4.73亿,9411万,8.84
710,002116,中国海诚,46.93亿,2.28亿,23.13,44.73亿,1.34亿,11.91,41.99亿,2.01亿,16.2
711,600886,国投电力,313亿,54.28亿,21.84,293亿,39.16亿,14.17,316亿,32.32亿,10.91
712,000671,阳光城,224亿,14.18亿,20.42,196亿,12.30亿,9.75,332亿,20.62亿,14.33
713,600846,同济科技,32.67亿,1.60亿,9.21,31.58亿,1.82亿,9.86,36.27亿,2.55亿,12.72
714,600039,四川路桥,324亿,10.58亿,13.09,301亿,10.45亿,11.24,328亿,10.64亿,9.68
715,600519,贵州茅台,334亿,155亿,26.23,402亿,167亿,24.44,611亿,271亿,32.95
716,600477,杭萧钢构,37.86亿,1.21亿,9.85,43.39亿,4.49亿,24.08,46.28亿,7.68亿,30.53
717,600563,法拉电子,13.93亿,3.28亿,17.87,15.21亿,3.90亿,19.51,16.98亿,4.24亿,19.56
718,600820,隧道股份,268亿,14.81亿,9.15,288亿,16.53亿,9.59,315亿,18.10亿,9.78
719,002827,高争民爆,2.46亿,6628万,21.79,4.23亿,1.10亿,30.84,4.50亿,1.11亿,14.42
720,601997,贵阳银行,77.05亿,32.22亿,26.37,102亿,36.54亿,21.67,125亿,45.31亿,19.76
721,300560,中富通,2.86亿,3471万,13.99,3.30亿,3815万,12.34,3.90亿,3903万,8.32
722,603669,灵康药业,5.51亿,1.50亿,19.45,4.79亿,1.54亿,13.55,10.05亿,1.61亿,13.07
723,300502,新易盛,6.15亿,9445万,19.74,7.14亿,1.05亿,12.36,8.77亿,1.11亿,10.69
724,603568,伟明环保,6.75亿,2.91亿,21.48,6.93亿,3.29亿,18.23,10.29亿,5.07亿,24.24
725,603066,音飞储存,4.64亿,6789万,11.98,4.90亿,8183万,10.81,5.99亿,8333万,10.02
726,300494,盛天网络,2.40亿,7651万,25.08,3.44亿,1.10亿,12.9,3.88亿,8589万,9.21
727,603701,德宏股份,4.09亿,5466万,20.99,4.16亿,6774万,15.02,5.09亿,8069万,14.15
728,002244,滨江集团,126亿,10.03亿,12.02,195亿,13.99亿,12.21,138亿,17.11亿,12.64
729,002242,九阳股份,70.60亿,6.20亿,19.72,73.15亿,6.98亿,21.36,72.48亿,6.89亿,18.4
730,600438,通威股份,188亿,7.37亿,17.19,209亿,10.25亿,14.38,261亿,20.12亿,16.07
731,300196,长海股份,15.16亿,2.14亿,17.92,17.68亿,2.58亿,14.9,20.27亿,2.02亿,8.65
732,601801,皖新传媒,65.81亿,7.73亿,14.22,75.94亿,10.59亿,17.22,87.10亿,11.17亿,12.48
733,002421,达实智能,17.11亿,1.53亿,9.08,24.57亿,2.75亿,10.31,25.72亿,3.12亿,10.58
734,002415,海康威视,253亿,58.69亿,35.28,319亿,74.24亿,34.58,419亿,94.11亿,34.96
735,002450,康得新,75.61亿,14.39亿,26.16,92.33亿,19.63亿,17.32,118亿,24.74亿,14.77
736,600755,厦门国贸,642亿,6.43亿,8.26,981亿,10.43亿,11.76,1647亿,19.07亿,15.23
737,600054,黄山旅游,16.65亿,2.96亿,11.76,16.69亿,3.52亿,9.87,17.84亿,4.14亿,10.14
738,300484,蓝海华腾,3.10亿,7094万,31.97,6.78亿,1.55亿,32.02,5.79亿,1.28亿,19.57
739,300393,中来股份,7.34亿,1.08亿,13.78,13.88亿,1.65亿,18.51,32.43亿,2.59亿,23.74
740,601668,中国建筑,8806亿,261亿,16.0,9598亿,299亿,15.87,1.05万亿,329亿,15.82
741,600703,三安光电,48.58亿,16.95亿,14.21,62.73亿,21.67亿,12.95,83.94亿,31.64亿,17.13
